Time stamp,Irradiance DNI from weather file | (W/m2),Inverter AC output power | (kW)
2940,179,1194.75
2941,798,1786.08
2942,402,1383.9
2943,502,1293.8
2944,320,906.408
2945,21,324.566
2946,0,-0.297
2947,0,-0.297
2948,0,-0.297
2949,0,-0.297
2950,0,-0.297
2951,0,-0.297
2952,0,-0.297
2953,0,-0.297
2954,0,-0.297
2955,0,-0.297
2956,0,-0.297
2957,0,-0.297
2958,37,15.0592
2959,0,38.9675
2960,0,167.287
2961,0,247.491
2962,71,750.068
2963,8,370.24
2964,23,657.148
2965,31,751.192
2966,679,1644.6
2967,644,1442.77
2968,154,756.745
2969,79,433.619
2970,62,214.542
2971,0,35.3693
2972,0,-0.297
2973,0,-0.297
2974,0,-0.297
2975,0,-0.297
2976,0,-0.297
2977,0,-0.297
2978,0,-0.297
2979,0,-0.297
2980,0,-0.297
2981,0,-0.297
2982,0,2.87479
2983,0,5.0971
2984,0,177.879
2985,15,410.209
2986,2,300.162
2987,18,568.92
2988,236,1243.92
2989,34,763.061
2990,27,668.505
2991,186,981.143
2992,105,668.054
2993,552,758.179
2994,332,319.65
2995,4,41.7425
2996,0,-0.297
2997,0,-0.297
2998,0,-0.297
2999,0,-0.297
3000,0,-0.297
3001,0,-0.297
3002,0,-0.297
3003,0,-0.297
3004,0,-0.297
3005,0,-0.297
3006,0,-0.297
3007,0,135.736
3008,150,469.16
3009,26,453.624
3010,604,1325.93
3011,78,867.622
3012,101,993.728
3013,425,1440.5
3014,179,1095.3
3015,536,1342.43
3016,486,1068.62
3017,269,584.976
3018,257,318.145
3019,68,47.2634
3020,0,-0.297
3021,0,-0.297
3022,0,-0.297
3023,0,-0.297
3024,0,-0.297
3025,0,-0.297
3026,0,-0.297
3027,0,-0.297
3028,0,-0.297
3029,0,-0.297
3030,0,-0.297
3031,262,271.218
3032,55,379.315
3033,127,689.962
3034,235,1030.28
3035,530,1510.27
3036,418,1490.49
3037,208,1242
3038,14,515.619
3039,89,816.605
3040,9,384.66
3041,0,216.797
3042,0,66.3102
3043,0,21.7717
3044,0,-0.297
3045,0,-0.297
3046,0,-0.297
3047,0,-0.297
3048,0,-0.297
3049,0,-0.297
3050,0,-0.297
3051,0,-0.297
3052,0,-0.297
3053,0,-0.297
3054,0,-0.297
3055,0,27.9179
3056,0,129.312
3057,8,367.132
3058,24,559.943
3059,83,919.457
3060,46,852.538
3061,165,1195.97
3062,287,1297.98
3063,12,456.649
3064,4,334.163
3065,0,36.5362
3066,0,53.5789
3067,0,-0.297
3068,0,-0.297
3069,0,-0.297
3070,0,-0.297
3071,0,-0.297
3072,0,-0.297
3073,0,-0.297
3074,0,-0.297
3075,0,-0.297
3076,0,-0.297
3077,0,-0.297
3078,87,31.3506
3079,0,61.6
3080,0,64.7048
3081,5,344.44
3082,13,467.684
3083,6,344.352
3084,18,614.958
3085,39,828.089
3086,6,335.075
3087,7,380.587
3088,10,391.912
3089,8,301.606
3090,0,167.481
3091,0,22.3887
3092,0,-0.297
3093,0,-0.297
3094,0,-0.297
3095,0,-0.297
3096,0,-0.297
3097,0,-0.297
3098,0,-0.297
3099,0,-0.297
3100,0,-0.297
3101,0,-0.297
3102,186,33.398
3103,0,108.769
3104,10,294.884
3105,712,1155.53
3106,109,856.411
3107,2,272.728
3108,10,427.642
3109,61,924.133
3110,18,585.323
3111,4,316.16
3112,1,297.014
3113,49,403.136
3114,83,236.829
3115,0,-0.297
3116,0,-0.297
3117,0,-0.297
3118,0,-0.297
3119,0,-0.297
3120,0,-0.297
3121,0,-0.297
3122,0,-0.297
3123,0,-0.297
3124,0,-0.297
3125,0,-0.297
3126,0,-0.297
3127,0,5.20103
3128,0,21.0759
3129,0,206.659
3130,3,305.64
3131,7,366.272
3132,8,376.225
3133,9,401.101
3134,8,388.788
3135,3,306.836
3136,7,370.084
3137,0,95.1943
3138,96,246.795
3139,0,38.6871
3140,0,-0.297
3141,0,-0.297
3142,0,-0.297
3143,0,-0.297
3144,0,-0.297
3145,0,-0.297
3146,0,-0.297
3147,0,-0.297
3148,0,-0.297
3149,0,-0.297
3150,0,10.9967
3151,0,32.3669
3152,0,102.172
3153,1,313.336
3154,63,763.858
3155,7,374.07
3156,7,349.542
3157,29,770.075
3158,33,755.091
3159,24,597.038
3160,0,132.65
3161,0,182.281
3162,0,140.93
3163,0,2.9608
3164,0,-0.297
3165,0,-0.297
3166,0,-0.297
3167,0,-0.297
3168,0,-0.297
3169,0,-0.297
3170,0,-0.297
3171,0,-0.297
3172,0,-0.297
3173,0,-0.297
3174,0,30.7138
3175,0,150.247
3176,17,321.297
3177,137,726.596
3178,836,1506.74
3179,871,1714.66
3180,894,1821.52
3181,902,1826.35
3182,894,1729.72
3183,868,1531.22
3184,817,1235.33
3185,729,830.39
3186,574,353.055
3187,274,60.4173
3188,0,-0.297
3189,0,-0.297
3190,0,-0.297
3191,0,-0.297
3192,0,-0.297
3193,0,-0.297
3194,0,-0.297
3195,0,-0.297
3196,0,-0.297
3197,0,-0.297
3198,211,49.42
3199,0,151.62
3200,78,422.738
3201,818,1208.39
3202,877,1513.85
3203,907,1716.16
3204,921,1814.58
3205,918,1809.3
3206,899,1696.72
3207,864,1488.68
3208,807,1196.55
3209,717,801.917
3210,562,341.636
3211,264,58.7734
3212,0,-0.297
3213,0,-0.297
3214,0,-0.297
3215,0,-0.297
3216,0,-0.297
3217,0,-0.297
3218,0,-0.297
3219,0,-0.297
3220,0,-0.297
3221,0,-0.297
3222,154,47.089
3223,445,288.595
3224,610,728.505
3225,708,1107.59
3226,763,1388.95
3227,792,1576.97
3228,803,1671.44
3229,800,1668.59
3230,780,1582.79
3231,742,1402.33
3232,682,1119.52
3233,589,752.504
3234,437,332.224
3235,179,66.5336
3236,0,-0.297
3237,0,-0.297
3238,0,-0.297
3239,0,-0.297
3240,0,-0.297
3241,0,-0.297
3242,0,-0.297
3243,0,-0.297
3244,0,-0.297
3245,0,-0.297
3246,141,48.9065
3247,424,283.056
3248,594,706.879
3249,695,1084.14
3250,756,1361.01
3251,790,1545.99
3252,805,1640.73
3253,802,1647.16
3254,782,1562.86
3255,743,1382.28
3256,679,1102.17
3257,568,736.763
3258,386,330.996
3259,129,67.7001
3260,0,-0.297
3261,0,-0.297
3262,0,-0.297
3263,0,-0.297
3264,0,-0.297
3265,0,-0.297
3266,0,-0.297
3267,0,-0.297
3268,0,-0.297
3269,0,-0.297
3270,0,37.2159
3271,3,167.744
3272,95,435.224
3273,284,859.825
3274,698,1411.54
3275,242,1205.25
3276,828,1745.16
3277,842,1744.23
3278,834,1648.53
3279,809,1451.15
3280,760,1163.85
3281,686,787.864
3282,558,342.707
3283,290,60.0052
3284,0,-0.297
3285,0,-0.297
3286,0,-0.297
3287,0,-0.297
3288,0,-0.297
3289,0,-0.297
3290,0,-0.297
3291,0,-0.297
3292,0,-0.297
3293,0,-0.297
3294,278,53.8596
3295,607,297.539
3296,762,782.011
3297,846,1191.44
3298,889,1478.9
3299,907,1671.59
3300,906,1758.56
3301,890,1752.65
3302,859,1646.67
3303,813,1454.23
3304,752,1164.42
3305,662,783.263
3306,514,343.143
3307,246,65.4987
3308,0,-0.297
3309,0,-0.297
3310,0,-0.297
3311,0,-0.297
3312,0,-0.297
3313,0,-0.297
3314,0,-0.297
3315,0,-0.297
3316,0,-0.297
3317,0,-0.297
3318,229,53.3394
3319,536,294.738
3320,691,755.448
3321,778,1162.36
3322,831,1465.12
3323,861,1668.36
3324,875,1766.46
3325,875,1763.62
3326,859,1655.71
3327,825,1467.38
3328,763,1168.07
3329,662,782.184
3330,496,341.861
3331,216,69.1112
3332,0,-0.297
3333,0,-0.297
3334,0,-0.297
3335,0,-0.297
3336,0,-0.297
3337,0,-0.297
3338,0,-0.297
3339,0,-0.297
3340,0,-0.297
3341,0,-0.297
3342,0,33.5947
3343,240,252.636
3344,548,684.385
3345,480,988.775
3346,540,1289.7
3347,379,1330.99
3348,526,1594.04
3349,806,1729.01
3350,522,1499.91
3351,743,1435.52
3352,683,1147.64
3353,368,653.607
3354,276,298.236
3355,85,70.6516
3356,0,-0.297
3357,0,-0.297
3358,0,-0.297
3359,0,-0.297
3360,0,-0.297
3361,0,-0.297
3362,0,-0.297
3363,0,-0.297
3364,0,-0.297
3365,0,-0.297
3366,0,43.0611
3367,52,205.007
3368,221,534.496
3369,665,1086.77
3370,5,333.363
3371,12,453.968
3372,300,1347.81
3373,34,764.335
3374,36,739.515
3375,742,1460.67
3376,717,1184.9
3377,685,816.66
3378,600,362.047
3379,366,65.1622
3380,0,-0.297
3381,0,-0.297
3382,0,-0.297
3383,0,-0.297
3384,0,-0.297
3385,0,-0.297
3386,0,-0.297
3387,0,-0.297
3388,0,-0.297
3389,0,-0.297
3390,300,59.4126
3391,237,263.698
3392,744,805.332
3393,828,1241.23
3394,880,1564.37
3395,917,1785.24
3396,927,1888.41
3397,931,1886.2
3398,921,1773.23
3399,893,1565.24
3400,845,1260.4
3401,765,853.937
3402,628,369.916
3403,362,67.3311
3404,0,-0.297
3405,0,-0.297
3406,0,-0.297
3407,0,-0.297
3408,0,-0.297
3409,0,-0.297
3410,0,-0.297
3411,0,-0.297
3412,0,-0.297
3413,0,-0.297
3414,0,16.2795
3415,0,174.533
3416,268,581.353
3417,11,395.892
3418,23,564.051
3419,19,587.686
3420,21,646.47
3421,91,1003.75
3422,794,1633.09
3423,763,1461.72
3424,726,1192.08
3425,668,822.345
3426,553,373.631
3427,319,71.9894
3428,0,-0.297
3429,0,-0.297
3430,0,-0.297
3431,0,-0.297
3432,0,-0.297
3433,0,-0.297
3434,0,-0.297
3435,0,-0.297
3436,0,-0.297
3437,0,-0.297
3438,128,55.026
3439,543,285.675
3440,355,616.107
3441,377,922.408
3442,96,812.097
3443,97,940.027
3444,64,917.927
3445,22,660.222
3446,232,1198.6
3447,171,974.489
3448,341,944.88
3449,491,764.927
3450,355,361.918
3451,136,85.2594
3452,0,-0.297
3453,0,-0.297
3454,0,-0.297
3455,0,-0.297
3456,0,-0.297
3457,0,-0.297
3458,0,-0.297
3459,0,-0.297
3460,0,-0.297
3461,0,-0.297
3462,131,65.9354
3463,0,141.014
3464,70,416.149
3465,323,901.577
3466,527,1304.79
3467,468,1449.11
3468,488,1589.72
3469,287,1364.86
3470,500,1504.56
3471,415,1239.49
3472,394,976.826
3473,81,455.329
3474,50,235.545
3475,17,74.4876
3476,0,-0.297
3477,0,-0.297
3478,0,-0.297
3479,0,-0.297
3480,0,-0.297
3481,0,-0.297
3482,0,-0.297
3483,0,-0.297
3484,0,-0.297
3485,0,-0.297
3486,0,43.0152
3487,421,306.208
3488,587,736.888
3489,692,1143.41
3490,755,1459.03
3491,785,1666.24
3492,381,1459.12
3493,412,1500.35
3494,277,1281.89
3495,276,1122.59
3496,196,813.412
3497,448,712.839
3498,133,279.609
3499,0,70.3734
3500,0,-0.297
3501,0,-0.297
3502,0,-0.297
3503,0,-0.297
3504,0,-0.297
3505,0,-0.297
3506,0,-0.297
3507,0,-0.297
3508,0,-0.297
3509,0,-0.297
3510,0,1.33674
3511,0,77.2989
3512,48,387.32
3513,45,543.145
3514,17,518.036
3515,29,696.777
3516,31,760.155
3517,21,653.812
3518,31,719.621
3519,84,817.12
3520,85,660.314
3521,373,681.441
3522,306,359.691
3523,139,89.7574
3524,0,-0.297
3525,0,-0.297
3526,0,-0.297
3527,0,-0.297
3528,0,-0.297
3529,0,-0.297
3530,0,-0.297
3531,0,-0.297
3532,0,-0.297
3533,0,-0.297
3534,187,66.7758
3535,455,306.275
3536,616,723.162
3537,176,744.301
3538,769,1393.28
3539,807,1593.37
3540,829,1697.08
3541,836,1713.61
3542,826,1619.75
3543,797,1441.12
3544,741,1171.14
3545,646,803.912
3546,496,370.119
3547,245,83.404
3548,0,-0.297
3549,0,-0.297
3550,0,-0.297
3551,0,-0.297
3552,0,-0.297
3553,0,-0.297
3554,0,-0.297
3555,0,-0.297
3556,0,-0.297
3557,0,-0.297
3558,180,65.9771
3559,444,302.479
3560,603,723.192
3561,696,1100.2
3562,751,1379.83
3563,783,1569.64
3564,798,1673.12
3565,396,1407.65
3566,788,1600.75
3567,756,1423.89
3568,702,1142.54
3569,619,783.034
3570,479,362.647
3571,240,81.9895
3572,0,-0.297
3573,0,-0.297
3574,0,-0.297
3575,0,-0.297
3576,0,-0.297
3577,0,-0.297
3578,0,-0.297
3579,0,-0.297
3580,0,-0.297
3581,0,-0.297
3582,160,68.4702
3583,178,252.945
3584,607,714.845
3585,708,1090.44
3586,767,1366.6
3587,474,1381.47
3588,386,1371.26
3589,805,1631.34
3590,783,1542.1
3591,574,1277.21
3592,531,1023.82
3593,638,752.89
3594,143,281.653
3595,46,84.6647
3596,0,-0.297
3597,0,-0.297
3598,0,-0.297
3599,0,-0.297
3600,0,-0.297
3601,0,-0.297
3602,0,-0.297
3603,0,-0.297
3604,0,-0.297
3605,0,-0.297
3606,144,58.8545
3607,419,276.848
3608,272,572.628
3609,260,842.239
3610,287,1093.82
3611,420,1383.35
3612,496,1583.78
3613,431,1506.55
3614,580,1517.2
3615,478,1260.38
3616,685,1147.67
3617,555,757.287
3618,341,334.754
3619,105,90.4841
3620,6,-0.297
3621,0,-0.297
3622,0,-0.297
3623,0,-0.297
3624,0,-0.297
3625,0,-0.297
3626,0,-0.297
3627,0,-0.297
3628,0,-0.297
3629,0,-0.297
3630,22,57.9264
3631,70,203.571
3632,331,604.841
3633,491,991.899
3634,581,1301.27
3635,573,1477.87
3636,497,1502.43
3637,616,1538.85
3638,551,1411.53
3639,568,1287.29
3640,515,1035.51
3641,433,715.302
3642,309,363.367
3643,113,86.2615
3644,3,-0.297
3645,0,-0.297
3646,0,-0.297
3647,0,-0.297
3648,0,-0.297
3649,0,-0.297
3650,0,-0.297
3651,0,-0.297
3652,0,-0.297
3653,0,-0.297
3654,130,68.4868
3655,327,307.37
3656,470,691.339
3657,561,1055.98
3658,634,1359.11
3659,685,1563.68
3660,69,849.15
3661,413,1466.89
3662,258,1223.06
3663,17,465.511
3664,97,536.291
3665,1,112.648
3666,0,39.2913
3667,13,27.311
3668,0,-0.297
3669,0,-0.297
3670,0,-0.297
3671,0,-0.297
3672,0,-0.297
3673,0,-0.297
3674,0,-0.297
3675,0,-0.297
3676,0,-0.297
3677,0,-0.297
3678,244,72.6857
3679,515,315.561
3680,665,753.934
3681,749,1158.59
3682,792,1468.11
3683,815,1689.39
3684,871,1819.06
3685,903,1854.3
3686,919,1781.52
3687,910,1589.11
3688,876,1291.77
3689,814,896.984
3690,697,411.263
3691,466,77.3013
3692,28,-0.297
3693,0,-0.297
3694,0,-0.297
3695,0,-0.297
3696,0,-0.297
3697,0,-0.297
3698,0,-0.297
3699,0,-0.297
3700,0,-0.297
3701,0,-0.297
3702,360,70.7341
3703,624,315.905
3704,749,774.117
3705,812,1163.11
3706,850,1446.97
3707,871,1647.69
3708,875,1748.83
3709,878,1755.85
3710,878,1666.67
3711,851,1484.26
3712,802,1208.75
3713,719,828.83
3714,579,386.15
3715,137,86.8258
3716,10,-0.297
3717,0,-0.297
3718,0,-0.297
3719,0,-0.297
3720,0,-0.297
3721,0,-0.297
3722,0,-0.297
3723,0,-0.297
3724,0,-0.297
3725,0,-0.297
3726,106,67.2501
3727,242,274.86
3728,370,637.187
3729,299,872.912
3730,162,876.827
3731,65,767.664
3732,245,1235.33
3733,150,1096.86
3734,21,560.134
3735,9,378.374
3736,21,401.236
3737,280,628.725
3738,204,294.765
3739,168,100.392
3740,6,-0.297
3741,0,-0.297
3742,0,-0.297
3743,0,-0.297
3744,0,-0.297
3745,0,-0.297
3746,0,-0.297
3747,0,-0.297
3748,0,-0.297
3749,0,-0.297
3750,0,22.6244
3751,0,57.7655
3752,250,493.944
3753,711,1083.59
3754,510,1238.74
3755,540,1441.37
3756,818,1678.01
3757,621,1555.28
3758,404,1323.78
3759,671,1349.03
3760,642,1093.51
3761,187,486.764
3762,307,330.235
3763,231,79.861
3764,13,-0.297
3765,0,-0.297
3766,0,-0.297
3767,0,-0.297
3768,0,-0.297
3769,0,-0.297
3770,0,-0.297
3771,0,-0.297
3772,0,-0.297
3773,0,-0.297
3774,40,59.6273
3775,58,179.966
3776,20,294.657
3777,242,819.231
3778,207,980.237
3779,145,1028.51
3780,43,753.633
3781,37,745.715
3782,23,585.969
3783,3,265.522
3784,0,160.901
3785,0,144.644
3786,0,87.912
3787,0,38.5697
3788,6,-0.297
3789,0,-0.297
3790,0,-0.297
3791,0,-0.297
3792,0,-0.297
3793,0,-0.297
3794,0,-0.297
3795,0,-0.297
3796,0,-0.297
3797,0,-0.297
3798,66,65.74
3799,240,268.327
3800,417,633.874
3801,56,542.263
3802,291,1090.56
3803,293,1265.18
3804,311,1380.5
3805,413,1497.74
3806,620,1558.01
3807,419,1254.55
3808,448,1036.22
3809,256,634.995
3810,76,264.842
3811,40,95.0475
3812,10,-0.297
3813,0,-0.297
3814,0,-0.297
3815,0,-0.297
3816,0,-0.297
3817,0,-0.297
3818,0,-0.297
3819,0,-0.297
3820,0,-0.297
3821,0,-0.297
3822,88,32.4929
3823,56,185.508
3824,188,518.597
3825,28,457.987
3826,6,344.936
3827,6,335.25
3828,5,305.843
3829,7,343.328
3830,13,465.273
3831,6,323.337
3832,7,356.376
3833,0,141.785
3834,0,124.942
3835,0,26.9378
3836,1,-0.297
3837,0,-0.297
3838,0,-0.297
3839,0,-0.297
3840,0,-0.297
3841,0,-0.297
3842,0,-0.297
3843,0,-0.297
3844,0,-0.297
3845,0,-0.297
3846,3,26.5434
3847,22,104.68
3848,0,96.1689
3849,1,241.95
3850,0,211.755
3851,5,296.002
3852,9,378.04
3853,18,558.178
3854,9,369.078
3855,93,803.438
3856,149,745.27
3857,237,607.949
3858,238,321.391
3859,264,84.8537
3860,15,-0.297
3861,0,-0.297
3862,0,-0.297
3863,0,-0.297
3864,0,-0.297
3865,0,-0.297
3866,0,-0.297
3867,0,-0.297
3868,0,-0.297
3869,0,-0.297
3870,316,71.0437
3871,557,297.83
3872,804,809.989
3873,884,1244.49
3874,931,1566.17
3875,957,1781.2
3876,969,1889.63
3877,968,1888.74
3878,958,1786.8
3879,934,1580.48
3880,895,1283.21
3881,833,897.23
3882,392,334.922
3883,238,83.7445
3884,37,-0.297
3885,0,-0.297
3886,0,-0.297
3887,0,-0.297
3888,0,-0.297
3889,0,-0.297
3890,0,-0.297
3891,0,-0.297
3892,0,-0.297
3893,0,-0.297
3894,60,66.4087
3895,126,245.846
3896,229,554.965
3897,297,878.288
3898,119,874.367
3899,149,1069.19
3900,502,1588.16
3901,834,1797.92
3902,910,1743.06
3903,874,1542.39
3904,520,1074.61
3905,484,757.048
3906,151,300.898
3907,0,35.7932
3908,5,-0.297
3909,0,-0.297
3910,0,-0.297
3911,0,-0.297
3912,0,-0.297
3913,0,-0.297
3914,0,-0.297
3915,0,-0.297
3916,0,-0.297
3917,0,-0.297
3918,0,11.2117
3919,0,47.845
3920,26,238.955
3921,0,176.906
3922,1,212.949
3923,2,223.148
3924,2,190.812
3925,171,916.643
3926,238,1029.43
3927,406,1171.06
3928,618,1099.72
3929,61,331.143
3930,61,171.582
3931,82,73.2595
3932,14,-0.297
3933,0,-0.297
3934,0,-0.297
3935,0,-0.297
3936,0,-0.297
3937,0,-0.297
3938,0,-0.297
3939,0,-0.297
3940,0,-0.297
3941,0,-0.297
3942,330,73.3233
3943,328,279.921
3944,262,570.694
3945,251,810.63
3946,767,1467.95
3947,902,1761.39
3948,952,1901.51
3949,956,1904.72
3950,942,1795.36
3951,923,1589.29
3952,890,1293.12
3953,828,902.503
3954,714,424.658
3955,507,81.3385
3956,69,1.87444
3957,0,-0.297
3958,0,-0.297
3959,0,-0.297
3960,0,-0.297
3961,0,-0.297
3962,0,-0.297
3963,0,-0.297
3964,0,-0.297
3965,0,-0.297
3966,398,68.7579
3967,55,157.961
3968,6,219.013
3969,36,461.648
3970,59,688.05
3971,288,1251.75
3972,760,1698.94
3973,749,1677.56
3974,784,1632.38
3975,331,1129.53
3976,692,1163.98
3977,220,603.436
3978,124,292.633
3979,339,88.154
3980,32,-0.297
3981,0,-0.297
3982,0,-0.297
3983,0,-0.297
3984,0,-0.297
3985,0,-0.297
3986,0,-0.297
3987,0,-0.297
3988,0,-0.297
3989,0,-0.297
3990,120,67.865
3991,462,281.661
3992,511,667.523
3993,233,718.848
3994,477,1232.27
3995,101,774.441
3996,115,1030.04
3997,428,1437.59
3998,438,1397.25
3999,119,810.818
4000,329,940.457
4001,210,588.146
4002,268,333.9
4003,202,97.8888
4004,26,-0.297
4005,0,-0.297
4006,0,-0.297
4007,0,-0.297
4008,0,-0.297
4009,0,-0.297
4010,0,-0.297
4011,0,-0.297
4012,0,-0.297
4013,0,-0.297
4014,240,69.3369
4015,283,245.66
4016,620,677.612
4017,304,825.685
4018,773,1308.72
4019,752,1468.19
4020,764,1553.61
4021,107,947.294
4022,43,660.571
4023,55,579.807
4024,59,467.824
4025,269,618.08
4026,0,53.1281
4027,47,75.8927
4028,4,-0.297
4029,0,-0.297
4030,0,-0.297
4031,0,-0.297
4032,0,-0.297
4033,0,-0.297
4034,0,-0.297
4035,0,-0.297
4036,0,-0.297
4037,0,-0.297
4038,35,36.4871
4039,150,223.345
4040,30,314.989
4041,336,855.912
4042,320,1072.46
4043,83,731.707
4044,124,926.461
4045,19,361.499
4046,197,1119.01
4047,438,1188.47
4048,139,712.893
4049,84,328.302
4050,0,23.3303
4051,0,6.32339
4052,5,-0.297
4053,0,-0.297
4054,0,-0.297
4055,0,-0.297
4056,0,-0.297
4057,0,-0.297
4058,0,-0.297
4059,0,-0.297
4060,0,-0.297
4061,0,-0.297
4062,100,52.1068
4063,157,221.094
4064,43,351.104
4065,78,550.247
4066,79,726.479
4067,185,1047.9
4068,279,1181.89
4069,280,1284.99
4070,503,1373.9
4071,800,1393.41
4072,586,1055.11
4073,315,626.481
4074,261,314.13
4075,254,89.1846
4076,18,-0.297
4077,0,-0.297
4078,0,-0.297
4079,0,-0.297
4080,0,-0.297
4081,0,-0.297
4082,0,-0.297
4083,0,-0.297
4084,0,-0.297
4085,0,-0.297
4086,0,28.899
4087,87,172.664
4088,183,491.892
4089,552,982.82
4090,461,1189.42
4091,279,1164.23
4092,252,1205.21
4093,220,879.034
4094,714,1524.35
4095,533,1145.57
4096,35,388.589
4097,413,657.017
4098,2,85.4785
4099,39,77.7442
4100,9,-0.297
4101,0,-0.297
4102,0,-0.297
4103,0,-0.297
4104,0,-0.297
4105,0,-0.297
4106,0,-0.297
4107,0,-0.297
4108,0,-0.297
4109,0,-0.297
4110,332,63.0876
4111,409,226.582
4112,418,594.967
4113,107,611.242
4114,110,808.737
4115,293,1147.59
4116,613,1539.61
4117,426,1318.68
4118,680,1594.14
4119,475,1218.81
4120,723,1176.75
4121,767,871.538
4122,656,418.293
4123,457,87.1836
4124,61,2.0886
4125,0,-0.297
4126,0,-0.297
4127,0,-0.297
4128,0,-0.297
4129,0,-0.297
4130,0,-0.297
4131,0,-0.297
4132,0,-0.297
4133,0,-0.297
4134,38,64.0258
4135,112,235.741
4136,730,739.486
4137,779,1132.73
4138,882,1462.59
4139,911,1674.35
4140,648,1626.16
4141,637,1618.22
4142,883,1695.96
4143,599,1362.45
4144,505,1046.96
4145,686,838.854
4146,641,422.035
4147,430,93.5174
4148,53,1.01899
4149,0,-0.297
4150,0,-0.297
4151,0,-0.297
4152,0,-0.297
4153,0,-0.297
4154,0,-0.297
4155,0,-0.297
4156,0,-0.297
4157,0,-0.297
4158,335,68.2558
4159,591,289.669
4160,726,732.664
4161,780,1112.45
4162,858,1407.7
4163,893,1583.64
4164,890,1644.17
4165,850,1672.67
4166,889,1637.31
4167,881,1474.01
4168,844,1212.88
4169,780,859.657
4170,669,416.19
4171,468,85.5204
4172,66,2.15726
4173,0,-0.297
4174,0,-0.297
4175,0,-0.297
4176,0,-0.297
4177,0,-0.297
4178,0,-0.297
4179,0,-0.297
4180,0,-0.297
4181,0,-0.297
4182,13,58.9992
4183,503,278.012
4184,631,682.612
4185,705,1045.91
4186,745,1309.64
4187,729,1463.12
4188,706,1513.8
4189,767,1554.69
4190,336,1265.07
4191,9,352.564
4192,27,445.347
4193,0,173.975
4194,0,40.2644
4195,0,16.0523
4196,0,-0.297
4197,0,-0.297
4198,0,-0.297
4199,0,-0.297
4200,0,-0.297
4201,0,-0.297
4202,0,-0.297
4203,0,-0.297
4204,0,-0.297
4205,0,-0.297
4206,115,45.3495
4207,76,171.851
4208,442,614.991
4209,470,953.794
4210,402,1160.16
4211,176,1073.58
4212,271,1267.69
4213,320,1317.53
4214,383,1336.62
4215,367,1175.84
4216,563,1079.77
4217,653,817.094
4218,509,400.49
4219,366,94.8973
4220,37,-0.297
4221,0,-0.297
4222,0,-0.297
4223,0,-0.297
4224,0,-0.297
4225,0,-0.297
4226,0,-0.297
4227,0,-0.297
4228,0,-0.297
4229,0,-0.297
4230,341,64.276
4231,591,269.458
4232,717,703.668
4233,778,1085.76
4234,815,1370.87
4235,816,1551.33
4236,797,1627.84
4237,835,1648.04
4238,604,1457.17
4239,474,1207.53
4240,771,1157.11
4241,704,813.624
4242,577,398.346
4243,388,92.0023
4244,43,-0.297
4245,0,-0.297
4246,0,-0.297
4247,0,-0.297
4248,0,-0.297
4249,0,-0.297
4250,0,-0.297
4251,0,-0.297
4252,0,-0.297
4253,0,-0.297
4254,319,63.8705
4255,584,265.121
4256,721,687.462
4257,796,1053.53
4258,835,1306.01
4259,837,1451.49
4260,846,1522.57
4261,839,1536.92
4262,676,1416.75
4263,804,1332.92
4264,358,855.088
4265,178,443.946
4266,6,109.57
4267,0,3.97987
4268,0,-0.297
4269,0,-0.297
4270,0,-0.297
4271,0,-0.297
4272,0,-0.297
4273,0,-0.297
4274,0,-0.297
4275,0,-0.297
4276,0,-0.297
4277,0,-0.297
4278,155,63.5353
4279,332,255.514
4280,622,660.528
4281,707,1007.66
4282,747,1272.76
4283,793,1473.06
4284,810,1569.95
4285,819,1591.64
4286,433,1289.36
4287,499,1197.36
4288,199,730.413
4289,290,580.424
4290,12,100.927
4291,0,9.01293
4292,0,-0.297
4293,0,-0.297
4294,0,-0.297
4295,0,-0.297
4296,0,-0.297
4297,0,-0.297
4298,0,-0.297
4299,0,-0.297
4300,0,-0.297
4301,0,-0.297
4302,54,54.6613
4303,415,270.587
4304,578,660.586
4305,688,1032.71
4306,770,1323.45
4307,822,1518.63
4308,675,1540.58
4309,469,1398.64
4310,376,1246.72
4311,672,1348.15
4312,378,905.523
4313,545,755.09
4314,369,339.762
4315,0,7.61751
4316,1,-0.297
4317,0,-0.297
4318,0,-0.297
4319,0,-0.297
4320,0,-0.297
4321,0,-0.297
4322,0,-0.297
4323,0,-0.297
4324,0,-0.297
4325,0,-0.297
4326,172,62.0572
4327,381,254.515
4328,653,674.027
4329,760,1073.45
4330,833,1381.81
4331,878,1605.57
4332,897,1721.79
4333,900,1739.22
4334,893,1662.38
4335,719,1408.11
4336,780,1187.63
4337,787,865.261
4338,682,421.949
4339,482,83.9054
4340,0,-0.297
4341,0,-0.297
4342,0,-0.297
4343,0,-0.297
4344,0,-0.297
4345,0,-0.297
4346,0,-0.297
4347,0,-0.297
4348,0,-0.297
4349,0,-0.297
4350,106,55.0975
4351,432,259.934
4352,576,655.223
4353,106,633.728
4354,371,1131.63
4355,486,1342.21
4356,841,1659.35
4357,841,1664.54
4358,798,1578.96
4359,762,1397
4360,709,1135.14
4361,632,800.794
4362,507,395.951
4363,125,100.251
4364,0,-0.297
4365,0,-0.297
4366,0,-0.297
4367,0,-0.297
4368,0,-0.297
4369,0,-0.297
4370,0,-0.297
4371,0,-0.297
4372,0,-0.297
4373,0,-0.297
4374,149,62.2183
