Time stamp,Irradiance DNI from weather file | (W/m2),Inverter AC output power | (kW)
1510,0,-0.297
1511,0,-0.297
1512,0,-0.297
1513,0,-0.297
1514,0,-0.297
1515,0,-0.297
1516,0,-0.297
1517,0,-0.297
1518,0,-0.297
1519,0,-0.297
1520,525,359.586
1521,753,954.168
1522,843,1393.03
1523,885,1697.69
1524,531,1524.75
1525,884,1891.62
1526,894,1822.66
1527,857,1599.18
1528,769,1229.98
1529,653,734.954
1530,327,164.554
1531,0,-0.297
1532,0,-0.297
1533,0,-0.297
1534,0,-0.297
1535,0,-0.297
1536,0,-0.297
1537,0,-0.297
1538,0,-0.297
1539,0,-0.297
1540,0,-0.297
1541,0,-0.297
1542,0,-0.297
1543,0,-0.297
1544,440,348.773
1545,669,907.452
1546,775,1316.37
1547,844,1590.54
1548,875,1749.46
1549,877,1776.46
1550,873,1694.07
1551,839,1488.24
1552,762,1163.61
1553,632,706.363
1554,322,163.635
1555,0,-0.297
1556,0,-0.297
1557,0,-0.297
1558,0,-0.297
1559,0,-0.297
1560,0,-0.297
1561,0,-0.297
1562,0,-0.297
1563,0,-0.297
1564,0,-0.297
1565,0,-0.297
1566,0,-0.297
1567,0,-0.297
1568,0,111.24
1569,0,224.236
1570,65,558.584
1571,129,869.718
1572,3,356.348
1573,0,86.6972
1574,0,142.787
1575,0,115.344
1576,0,23.0215
1577,0,72.239
1578,0,11.0915
1579,0,-0.297
1580,0,-0.297
1581,0,-0.297
1582,0,-0.297
1583,0,-0.297
1584,0,-0.297
1585,0,-0.297
1586,0,-0.297
1587,0,-0.297
1588,0,-0.297
1589,0,-0.297
1590,0,-0.297
1591,0,-0.297
1592,0,34.234
1593,0,19.4099
1594,0,136.034
1595,0,54.7605
1596,0,98.8191
1597,135,998.96
1598,0,45.0537
1599,790,1504.5
1600,0,24.2316
1601,0,142.789
1602,0,27.0871
1603,0,-0.297
1604,0,-0.297
1605,0,-0.297
1606,0,-0.297
1607,0,-0.297
1608,0,-0.297
1609,0,-0.297
1610,0,-0.297
1611,0,-0.297
1612,0,-0.297
1613,0,-0.297
1614,0,-0.297
1615,0,-0.297
1616,583,429.681
1617,796,1056.39
1618,896,1520.33
1619,945,1830.54
1620,974,1998.6
1621,971,2024.65
1622,941,1907.91
1623,905,1677.65
1624,835,1300.04
1625,729,796.351
1626,424,199.292
1627,0,-0.297
1628,0,-0.297
1629,0,-0.297
1630,0,-0.297
1631,0,-0.297
1632,0,-0.297
1633,0,-0.297
1634,0,-0.297
1635,0,-0.297
1636,0,-0.297
1637,0,-0.297
1638,0,-0.297
1639,0,-0.297
1640,368,360.248
1641,585,906.109
1642,701,1331.23
1643,749,1626.26
1644,783,1795.04
1645,38,698.705
1646,58,735.181
1647,237,961.266
1648,104,556.755
1649,459,601.141
1650,238,165.118
1651,0,-0.297
1652,0,-0.297
1653,0,-0.297
1654,0,-0.297
1655,0,-0.297
1656,0,-0.297
1657,0,-0.297
1658,0,-0.297
1659,0,-0.297
1660,0,-0.297
1661,0,-0.297
1662,0,-0.297
1663,0,-0.297
1664,371,364.807
1665,579,893.749
1666,687,1307.25
1667,740,1575.21
1668,765,1721.24
1669,179,1072.29
1670,24,566.744
1671,199,902.848
1672,33,422.158
1673,357,543.291
1674,219,157.315
1675,0,-0.297
1676,0,-0.297
1677,0,-0.297
1678,0,-0.297
1679,0,-0.297
1680,0,-0.297
1681,0,-0.297
1682,0,-0.297
1683,0,-0.297
1684,0,-0.297
1685,0,-0.297
1686,0,-0.297
1687,0,-0.297
1688,394,380.199
1689,670,969.247
1690,70,590.603
1691,885,1749.26
1692,924,1916.85
1693,929,1957.54
1694,908,1856.79
1695,865,1628.03
1696,782,1259.92
1697,663,763.777
1698,357,193.75
1699,0,-0.297
1700,0,-0.297
1701,0,-0.297
1702,0,-0.297
1703,0,-0.297
1704,0,-0.297
1705,0,-0.297
1706,0,-0.297
1707,0,-0.297
1708,0,-0.297
1709,0,-0.297
1710,0,-0.297
1711,0,-0.297
1712,451,401.065
1713,661,957.432
1714,763,1376.45
1715,804,1655.08
1716,848,1836.89
1717,868,1872.89
1718,782,1731.11
1719,770,1519.59
1720,679,1113.38
1721,108,372.848
1722,236,168.454
1723,0,-0.297
1724,0,-0.297
1725,0,-0.297
1726,0,-0.297
1727,0,-0.297
1728,0,-0.297
1729,0,-0.297
1730,0,-0.297
1731,0,-0.297
1732,0,-0.297
1733,0,-0.297
1734,0,-0.297
1735,0,-0.297
1736,156,254.077
1737,167,533.64
1738,16,406.682
1739,651,1532.23
1740,676,1675.29
1741,678,1689.13
1742,644,1575.97
1743,591,1350.69
1744,360,857.975
1745,41,278.819
1746,0,50.363
1747,0,-0.297
1748,0,-0.297
1749,0,-0.297
1750,0,-0.297
1751,0,-0.297
1752,0,-0.297
1753,0,-0.297
1754,0,-0.297
1755,0,-0.297
1756,0,-0.297
1757,0,-0.297
1758,0,-0.297
1759,13,3.60672
1760,419,409.114
1761,652,970.039
1762,778,1400.82
1763,857,1698.8
1764,879,1848.61
1765,890,1854.59
1766,495,1406.28
1767,828,1480.86
1768,465,939.354
1769,6,220.299
1770,0,39.7758
1771,0,-0.297
1772,0,-0.297
1773,0,-0.297
1774,0,-0.297
1775,0,-0.297
1776,0,-0.297
1777,0,-0.297
1778,0,-0.297
1779,0,-0.297
1780,0,-0.297
1781,0,-0.297
1782,0,-0.297
1783,0,3.35061
1784,0,27.2358
1785,0,47.9803
1786,20,441.055
1787,54,706.647
1788,348,1381.66
1789,15,531.846
1790,341,1322.43
1791,849,1645.05
1792,784,1285.46
1793,651,780.995
1794,359,208.932
1795,0,-0.297
1796,0,-0.297
1797,0,-0.297
1798,0,-0.297
1799,0,-0.297
1800,0,-0.297
1801,0,-0.297
1802,0,-0.297
1803,0,-0.297
1804,0,-0.297
1805,0,-0.297
1806,0,-0.297
1807,145,15.4157
1808,663,513.982
1809,831,1110.44
1810,912,1537.21
1811,963,1828.53
1812,975,1971.58
1813,973,1980.3
1814,946,1847.99
1815,900,1614.44
1816,773,1239.63
1817,171,425.79
1818,46,109.583
1819,0,-0.297
1820,0,-0.297
1821,0,-0.297
1822,0,-0.297
1823,0,-0.297
1824,0,-0.297
1825,0,-0.297
1826,0,-0.297
1827,0,-0.297
1828,0,-0.297
1829,0,-0.297
1830,0,-0.297
1831,0,-0.297
1832,0,123.457
1833,78,444.036
1834,229,879.493
1835,7,410.788
1836,150,1063.87
1837,215,1202.28
1838,23,581.961
1839,0,155.352
1840,0,256.053
1841,0,51.2179
1842,0,1.5674
1843,0,-0.297
1844,0,-0.297
1845,0,-0.297
1846,0,-0.297
1847,0,-0.297
1848,0,-0.297
1849,0,-0.297
1850,0,-0.297
1851,0,-0.297
1852,0,-0.297
1853,0,-0.297
1854,0,-0.297
1855,0,-0.297
1856,0,61.5982
1857,0,216.096
1858,10,382.281
1859,65,731.676
1860,7,401.972
1861,0,65.863
1862,0,57.0015
1863,0,236.211
1864,0,109.034
1865,22,255.099
1866,0,47.9276
1867,0,-0.297
1868,0,-0.297
1869,0,-0.297
1870,0,-0.297
1871,0,-0.297
1872,0,-0.297
1873,0,-0.297
1874,0,-0.297
1875,0,-0.297
1876,0,-0.297
1877,0,-0.297
1878,0,-0.297
1879,0,5.22007
1880,0,87.1751
1881,722,1071.92
1882,858,1538.13
1883,947,1863.15
1884,978,2034.78
1885,985,2065.01
1886,951,1945.3
1887,913,1698.42
1888,842,1330.22
1889,717,819.135
1890,436,233.349
1891,0,-0.297
1892,0,-0.297
1893,0,-0.297
1894,0,-0.297
1895,0,-0.297
1896,0,-0.297
1897,0,-0.297
1898,0,-0.297
1899,0,-0.297
1900,0,-0.297
1901,0,-0.297
1902,0,-0.297
1903,168,26.5295
1904,602,524.315
1905,774,1099.25
1906,859,1524.92
1907,912,1807.66
1908,931,1960.61
1909,909,1958.15
1910,895,1856.22
1911,857,1610.02
1912,764,1244.66
1913,373,588.791
1914,353,219.239
1915,0,-0.297
1916,0,-0.297
1917,0,-0.297
1918,0,-0.297
1919,0,-0.297
1920,0,-0.297
1921,0,-0.297
1922,0,-0.297
1923,0,-0.297
1924,0,-0.297
1925,0,-0.297
1926,0,-0.297
1927,84,24.5142
1928,429,466.203
1929,611,1009.77
1930,301,1018.73
1931,517,1453.92
1932,324,1367.54
1933,157,1119.29
1934,710,1732.3
1935,28,565.318
1936,0,218.246
1937,0,217.088
1938,0,30.4841
1939,0,-0.297
1940,0,-0.297
1941,0,-0.297
1942,0,-0.297
1943,0,-0.297
1944,0,-0.297
1945,0,-0.297
1946,0,-0.297
1947,0,-0.297
1948,0,-0.297
1949,0,-0.297
1950,0,-0.297
1951,211,33.667
1952,638,552.997
1953,800,1121.64
1954,877,1524.5
1955,914,1796.28
1956,925,1919.75
1957,936,1939.7
1958,569,1549.67
1959,881,1619.12
1960,804,1264.71
1961,687,788.894
1962,425,235.932
1963,0,-0.297
1964,0,-0.297
1965,0,-0.297
1966,0,-0.297
1967,0,-0.297
1968,0,-0.297
1969,0,-0.297
1970,0,-0.297
1971,0,-0.297
1972,0,-0.297
1973,0,-0.297
1974,0,-0.297
1975,0,15.5437
1976,73,252.296
1977,247,691.54
1978,390,1101.49
1979,786,1728.44
1980,85,914.442
1981,3,324.191
1982,74,844.372
1983,110,809.766
1984,137,677.937
1985,504,738.897
1986,277,225.672
1987,0,-0.297
1988,0,-0.297
1989,0,-0.297
1990,0,-0.297
1991,0,-0.297
1992,0,-0.297
1993,0,-0.297
1994,0,-0.297
1995,0,-0.297
1996,0,-0.297
1997,0,-0.297
1998,0,-0.297
1999,177,53.0544
2000,558,540.838
2001,727,1068.1
2002,815,1458.64
2003,874,1752.87
2004,900,1925.47
2005,899,1970.82
2006,873,1868.63
2007,823,1631.73
2008,715,1253.14
2009,574,763.534
2010,219,206.817
2011,0,-0.297
2012,0,-0.297
2013,0,-0.297
2014,0,-0.297
2015,0,-0.297
2016,0,-0.297
2017,0,-0.297
2018,0,-0.297
2019,0,-0.297
2020,0,-0.297
2021,0,-0.297
2022,0,-0.297
2023,116,54.3925
2024,426,487.777
2025,596,984.986
2026,695,1374.65
2027,744,1647.21
2028,777,1800.97
2029,769,1818.98
2030,175,1086.88
2031,680,1472.47
2032,0,27.3559
2033,258,510.668
2034,258,214.151
2035,0,-0.297
2036,0,-0.297
2037,0,-0.297
2038,0,-0.297
2039,0,-0.297
2040,0,-0.297
2041,0,-0.297
2042,0,-0.297
2043,0,-0.297
2044,0,-0.297
2045,0,-0.297
2046,0,-0.297
2047,0,-0.297
2048,0,46.1382
2049,0,125.801
2050,0,298.456
2051,47,706.805
2052,179,1128.89
2053,19,581.637
2054,0,252.13
2055,49,641.607
2056,0,121.712
2057,0,37.2039
2058,0,8.38892
2059,0,-0.297
2060,0,-0.297
2061,0,-0.297
2062,0,-0.297
2063,0,-0.297
2064,0,-0.297
2065,0,-0.297
2066,0,-0.297
2067,0,-0.297
2068,0,-0.297
2069,0,-0.297
2070,0,-0.297
2071,0,28.2757
2072,12,199.452
2073,425,838.063
2074,341,1046.94
2075,209,1068.18
2076,169,1105.47
2077,0,157.371
2078,26,602.254
2079,166,919.166
2080,128,664.296
2081,600,726.771
2082,113,169.105
2083,0,-0.297
2084,0,-0.297
2085,0,-0.297
2086,0,-0.297
2087,0,-0.297
2088,0,-0.297
2089,0,-0.297
2090,0,-0.297
2091,0,-0.297
2092,0,-0.297
2093,0,-0.297
2094,0,-0.297
2095,228,85.6008
2096,606,592.677
2097,768,1152.96
2098,635,1356.24
2099,599,1576.14
2100,601,1712.84
2101,529,1653.53
2102,489,1510.8
2103,475,1308.73
2104,702,1175.27
2105,720,778.895
2106,18,126.192
2107,0,-0.297
2108,0,-0.297
2109,0,-0.297
2110,0,-0.297
2111,0,-0.297
2112,0,-0.297
2113,0,-0.297
2114,0,-0.297
2115,0,-0.297
2116,0,-0.297
2117,0,-0.297
2118,0,-0.297
2119,28,61.5274
2120,469,507.099
2121,709,1114.76
2122,314,1093.69
2123,172,1062.83
2124,19,604.861
2125,179,1187.73
2126,25,623.161
2127,28,584.249
2128,0,244.561
2129,0,96.2909
2130,0,45.6808
2131,0,-0.297
2132,0,-0.297
2133,0,-0.297
2134,0,-0.297
2135,0,-0.297
2136,0,-0.297
2137,0,-0.297
2138,0,-0.297
2139,0,-0.297
2140,0,-0.297
2141,0,-0.297
2142,0,-0.297
2143,0,-0.297
2144,0,8.93313
2145,0,77.8574
2146,0,190.179
2147,0,207.632
2148,0,235.306
2149,0,210.931
2150,0,136.081
2151,0,129.201
2152,17,398.667
2153,0,52.399
2154,0,72.6548
2155,0,-0.297
2156,0,-0.297
2157,0,-0.297
2158,0,-0.297
2159,0,-0.297
2160,0,-0.297
2161,0,-0.297
2162,0,-0.297
2163,0,-0.297
2164,0,-0.297
2165,0,-0.297
2166,0,-0.297
2167,292,96.0431
2168,593,575.631
2169,243,712.131
2170,382,1101.93
2171,62,776.09
2172,531,1583.05
2173,274,1316.14
2174,135,1007.94
2175,863,1558.15
2176,808,1235.63
2177,703,782.103
2178,471,252.16
2179,0,-0.297
2180,0,-0.297
2181,0,-0.297
2182,0,-0.297
2183,0,-0.297
2184,0,-0.297
2185,0,-0.297
2186,0,-0.297
2187,0,-0.297
2188,0,-0.297
2189,0,-0.297
2190,0,-0.297
2191,116,78.7398
2192,106,320.501
2193,0,207.479
2194,0,162.562
2195,0,118.901
2196,72,883.303
2197,549,1618.34
2198,301,1273.23
2199,86,750.53
2200,368,901.115
2201,577,715.754
2202,263,201.819
2203,0,-0.297
2204,0,-0.297
2205,0,-0.297
2206,0,-0.297
2207,0,-0.297
2208,0,-0.297
2209,0,-0.297
2210,0,-0.297
2211,0,-0.297
2212,0,-0.297
2213,0,-0.297
2214,0,-0.297
2215,66,75.7417
2216,49,267.592
2217,191,659.51
2218,303,1034.18
2219,130,955.113
2220,5,334.413
2221,16,543.394
2222,436,1397.62
2223,0,215.686
2224,88,586.127
2225,141,436.715
2226,9,121.713
2227,0,-0.297
2228,0,-0.297
2229,0,-0.297
2230,0,-0.297
2231,0,-0.297
2232,0,-0.297
2233,0,-0.297
2234,0,-0.297
2235,0,-0.297
2236,0,-0.297
2237,0,-0.297
2238,0,-0.297
2239,0,8.21417
2240,0,149.559
2241,0,188.451
2242,0,208.971
2243,14,508.602
2244,34,741.157
2245,75,929.206
2246,15,527.502
2247,15,477.227
2248,283,860.306
2249,0,142.904
2250,55,147.966
2251,0,-0.297
2252,0,-0.297
2253,0,-0.297
2254,0,-0.297
2255,0,-0.297
2256,0,-0.297
2257,0,-0.297
2258,0,-0.297
2259,0,-0.297
2260,0,-0.297
2261,0,-0.297
2262,0,-0.297
2263,380,123.411
2264,669,636.994
2265,801,1173.25
2266,878,1579.8
2267,916,1843.71
2268,575,1702.99
2269,616,1764.3
2270,587,1625.7
2271,409,1262.56
2272,165,740.113
2273,231,533.37
2274,136,181.129
2275,0,-0.297
2276,0,-0.297
2277,0,-0.297
2278,0,-0.297
2279,0,-0.297
2280,0,-0.297
2281,0,-0.297
2282,0,-0.297
2283,0,-0.297
2284,0,-0.297
2285,0,-0.297
2286,0,-0.297
2287,394,136.291
2288,690,664.496
2289,828,1195.52
2290,905,1584.27
2291,947,1807.03
2292,957,1884.69
2293,947,1846.96
2294,917,1744.04
2295,869,1571.18
2296,813,1255.96
2297,719,814.575
2298,498,277.205
2299,0,-0.297
2300,0,-0.297
2301,0,-0.297
2302,0,-0.297
2303,0,-0.297
2304,0,-0.297
2305,0,-0.297
2306,0,-0.297
2307,0,-0.297
2308,0,-0.297
2309,0,-0.297
2310,0,-0.297
2311,0,22.8989
2312,0,35.2603
2313,0,88.8925
2314,0,147.844
2315,2,313.544
2316,6,362.444
2317,16,575.453
2318,0,188.663
2319,0,203.215
2320,0,160.992
2321,2,252.596
2322,0,62.2637
2323,0,-0.297
2324,0,-0.297
2325,0,-0.297
2326,0,-0.297
2327,0,-0.297
2328,0,-0.297
2329,0,-0.297
2330,0,-0.297
2331,0,-0.297
2332,0,-0.297
2333,0,-0.297
2334,0,-0.297
2335,0,74.7403
2336,101,340.215
2337,114,600.781
2338,417,1207.59
2339,498,1490.58
2340,519,1646.85
2341,542,1692.62
2342,546,1589.53
2343,483,1325.35
2344,441,1022.08
2345,312,584.836
2346,60,168.797
2347,0,-0.297
2348,0,-0.297
2349,0,-0.297
2350,0,-0.297
2351,0,-0.297
2352,0,-0.297
2353,0,-0.297
2354,0,-0.297
2355,0,-0.297
2356,0,-0.297
2357,0,-0.297
2358,0,-0.297
2359,2,84.756
2360,560,619.58
2361,431,910.651
2362,796,1486.81
2363,867,1761.13
2364,894,1891.06
2365,895,1910.84
2366,43,760.034
2367,40,654.048
2368,730,1226.32
2369,616,776.007
2370,408,270.319
2371,0,-0.297
2372,0,-0.297
2373,0,-0.297
2374,0,-0.297
2375,0,-0.297
2376,0,-0.297
2377,0,-0.297
2378,0,-0.297
2379,0,-0.297
2380,0,-0.297
2381,0,-0.297
2382,0,-0.297
2383,386,148.927
2384,659,647.314
2385,783,1141.81
2386,849,1508.41
2387,870,1759.05
2388,880,1892.72
2389,884,1917.47
2390,871,1807.13
2391,836,1577.61
2392,755,1198.21
2393,624,773.466
2394,426,265.364
2395,55,2.71774
2396,0,-0.297
2397,0,-0.297
2398,0,-0.297
2399,0,-0.297
2400,0,-0.297
2401,0,-0.297
2402,0,-0.297
2403,0,-0.297
2404,0,-0.297
2405,0,-0.297
2406,0,-0.297
2407,0,66.5218
2408,28,270.914
2409,12,361.357
2410,53,643.433
2411,237,1146.13
2412,418,1473.84
2413,397,1449.97
2414,538,1518.57
2415,729,1466.98
2416,663,1135.77
2417,565,718.153
2418,26,147.649
2419,0,-0.297
2420,0,-0.297
2421,0,-0.297
2422,0,-0.297
2423,0,-0.297
2424,0,-0.297
2425,0,-0.297
2426,0,-0.297
2427,0,-0.297
2428,0,-0.297
2429,0,-0.297
2430,0,-0.297
2431,261,162.589
2432,547,623.479
2433,515,946.171
2434,833,1466.25
2435,561,1461.06
2436,531,1546.82
2437,901,1790.76
2438,860,1712.41
2439,827,1514.79
2440,755,1193.48
2441,617,753.734
2442,384,264.373
2443,28,3.5101
2444,0,-0.297
2445,0,-0.297
2446,0,-0.297
2447,0,-0.297
2448,0,-0.297
2449,0,-0.297
2450,0,-0.297
2451,0,-0.297
2452,0,-0.297
2453,0,-0.297
2454,0,-0.297
2455,239,136.774
2456,318,488.682
2457,373,855.482
2458,434,1194.45
2459,750,1629.75
2460,460,1513.7
2461,490,1566.67
2462,398,1374.04
2463,426,1237.63
2464,646,1111.84
2465,438,663.706
2466,208,223.165
2467,0,3.13899
2468,0,-0.297
2469,0,-0.297
2470,0,-0.297
2471,0,-0.297
2472,0,-0.297
2473,0,-0.297
2474,0,-0.297
2475,0,-0.297
2476,0,-0.297
2477,0,-0.297
2478,0,-0.297
2479,301,161.92
2480,148,406.423
2481,262,777.103
2482,150,872.029
2483,8,403.324
2484,354,1441.19
2485,472,1569.42
2486,288,1282.96
2487,84,775.785
2488,62,559.959
2489,146,466.609
2490,12,143.617
2491,0,1.04071
2492,0,-0.297
2493,0,-0.297
2494,0,-0.297
2495,0,-0.297
2496,0,-0.297
2497,0,-0.297
2498,0,-0.297
2499,0,-0.297
2500,0,-0.297
2501,0,-0.297
2502,0,-0.297
2503,0,8.12297
2504,0,40.1118
2505,0,77.3468
2506,0,200.218
2507,24,600.539
2508,16,549.191
2509,11,452.652
2510,0,254.812
2511,9,431.785
2512,0,261.139
2513,0,91.2193
2514,0,3.57669
2515,0,-0.297
2516,0,-0.297
2517,0,-0.297
2518,0,-0.297
2519,0,-0.297
2520,0,-0.297
2521,0,-0.297
2522,0,-0.297
2523,0,-0.297
2524,0,-0.297
2525,0,-0.297
2526,0,-0.297
2527,466,200.604
2528,704,751.627
2529,825,1279.01
2530,891,1667.35
2531,944,1921.1
2532,960,2050.05
2533,960,2052.45
2534,946,1928.05
2535,915,1689.68
2536,867,1342.57
2537,777,869.157
2538,593,311.035
2539,146,10.8281
2540,0,-0.297
2541,0,-0.297
2542,0,-0.297
2543,0,-0.297
2544,0,-0.297
2545,0,-0.297
2546,0,-0.297
2547,0,-0.297
2548,0,-0.297
2549,0,-0.297
2550,0,-0.297
2551,43,128.013
2552,342,537.437
2553,441,965.541
2554,649,1415.97
2555,568,1574.28
2556,528,1660.55
2557,895,1968.36
2558,838,1834.48
2559,630,1452.2
2560,681,1183.71
2561,681,784.622
2562,365,299.892
2563,35,10.557
2564,0,-0.297
2565,0,-0.297
2566,0,-0.297
2567,0,-0.297
2568,0,-0.297
2569,0,-0.297
2570,0,-0.297
2571,0,-0.297
2572,0,-0.297
2573,0,-0.297
2574,0,-0.297
2575,4,116.177
2576,243,494.513
2577,332,873.859
2578,248,1051.88
2579,346,1340.82
2580,266,1350.44
2581,533,1655.93
2582,334,1357.21
2583,367,1214.62
2584,473,1045.52
2585,270,580.871
2586,196,230.404
2587,0,9.67936
2588,0,-0.297
2589,0,-0.297
2590,0,-0.297
2591,0,-0.297
2592,0,-0.297
2593,0,-0.297
2594,0,-0.297
2595,0,-0.297
2596,0,-0.297
2597,0,-0.297
2598,0,-0.297
2599,231,166.187
2600,324,531.308
2601,567,1029.89
2602,588,1347.31
2603,474,1461.93
2604,431,1527.74
2605,500,1610.2
2606,497,1504.78
2607,389,1216.5
2608,373,946.965
2609,353,615.841
2610,196,227.861
2611,0,11.5653
2612,0,-0.297
2613,0,-0.297
2614,0,-0.297
2615,0,-0.297
2616,0,-0.297
2617,0,-0.297
2618,0,-0.297
2619,0,-0.297
2620,0,-0.297
2621,0,-0.297
2622,0,-0.297
2623,217,169.55
2624,375,565.708
2625,378,911.774
2626,361,1174.48
2627,558,1568.32
2628,566,1698.36
2629,612,1742.27
2630,643,1661.53
2631,628,1438.56
2632,793,1270.81
2633,698,826.347
2634,525,307.488
2635,141,14.2409
2636,0,-0.297
2637,0,-0.297
2638,0,-0.297
2639,0,-0.297
2640,0,-0.297
2641,0,-0.297
2642,0,-0.297
2643,0,-0.297
2644,0,-0.297
2645,0,-0.297
2646,0,-0.297
2647,518,213.492
2648,727,735.195
2649,455,965.542
2650,890,1525.11
2651,933,1732.39
2652,946,1822.1
2653,946,1821.31
2654,927,1719.29
2655,893,1528.7
2656,836,1226.05
2657,742,804.055
2658,562,298.936
2659,161,14.2686
2660,0,-0.297
2661,0,-0.297
2662,0,-0.297
2663,0,-0.297
2664,0,-0.297
2665,0,-0.297
2666,0,-0.297
2667,0,-0.297
2668,0,-0.297
2669,0,-0.297
2670,0,-0.297
2671,239,208.361
2672,468,642.807
2673,586,1059.86
2674,359,1134.12
2675,716,1594.3
2676,72,910.745
2677,15,536.208
2678,34,707.439
2679,3,310.124
2680,47,533.358
2681,0,174.243
2682,0,4.96564
2683,56,13.6522
2684,0,-0.297
2685,0,-0.297
2686,0,-0.297
2687,0,-0.297
2688,0,-0.297
2689,0,-0.297
2690,0,-0.297
2691,0,-0.297
2692,0,-0.297
2693,0,-0.297
2694,0,-0.297
2695,500,222.717
2696,698,744.216
2697,116,668.122
2698,853,1609.49
2699,900,1856.36
2700,898,1974.14
2701,376,1533.37
2702,854,1856.2
2703,236,1092.14
2704,737,1271.12
2705,632,819.194
2706,441,309.819
2707,84,18.6815
2708,0,-0.297
2709,0,-0.297
2710,0,-0.297
2711,0,-0.297
2712,0,-0.297
2713,0,-0.297
2714,0,-0.297
2715,0,-0.297
2716,0,-0.297
2717,0,-0.297
2718,70,5.7048
2719,552,233.568
2720,748,770.216
2721,836,1252.76
2722,886,1604.17
2723,902,1826.29
2724,925,1947.6
2725,930,1945.61
2726,908,1817.17
2727,880,1583.55
2728,829,1255.07
2729,513,705.7
2730,294,258.068
2731,62,16.0942
2732,0,-0.297
2733,0,-0.297
2734,0,-0.297
2735,0,-0.297
2736,0,-0.297
2737,0,-0.297
2738,0,-0.297
2739,0,-0.297
2740,0,-0.297
2741,0,-0.297
2742,0,2.23777
2743,248,193.435
2744,569,700.675
2745,406,957.009
2746,772,1512.07
2747,202,1160.07
2748,393,1500.72
2749,208,1275.83
2750,9,418.529
2751,291,1160.65
2752,0,133.08
2753,0,39.231
2754,0,83.1067
2755,0,0.805291
2756,0,-0.297
2757,0,-0.297
2758,0,-0.297
2759,0,-0.297
2760,0,-0.297
2761,0,-0.297
2762,0,-0.297
2763,0,-0.297
2764,0,-0.297
2765,0,-0.297
2766,52,8.25314
2767,451,235.141
2768,658,725.779
2769,767,1170.06
2770,821,1497.07
2771,817,1704.6
2772,795,1807.99
2773,7,340.948
2774,778,1724.83
2775,754,1501.97
2776,701,1184.96
2777,0,137.051
2778,216,244.581
2779,7,19.8876
2780,0,-0.297
2781,0,-0.297
2782,0,-0.297
2783,0,-0.297
2784,0,-0.297
2785,0,-0.297
2786,0,-0.297
2787,0,-0.297
2788,0,-0.297
2789,0,-0.297
2790,57,9.67637
2791,477,241.63
2792,694,750.613
2793,804,1225.23
2794,869,1572.08
2795,917,1804.85
2796,933,1917.07
2797,930,1909.82
2798,908,1789.36
2799,876,1570.19
2800,819,1246.43
2801,724,810.687
2802,546,311.619
2803,176,25.7631
2804,0,-0.297
2805,0,-0.297
2806,0,-0.297
2807,0,-0.297
2808,0,-0.297
2809,0,-0.297
2810,0,-0.297
2811,0,-0.297
2812,0,-0.297
2813,0,-0.297
2814,53,9.48482
2815,413,233.961
2816,195,491.275
2817,140,701.075
2818,273,1091.83
2819,156,1082.55
2820,180,1204.32
2821,67,931.697
2822,17,566.593
2823,7,390.641
2824,0,179.575
2825,0,134.241
2826,0,119.685
2827,0,7.94157
2828,0,-0.297
2829,0,-0.297
2830,0,-0.297
2831,0,-0.297
2832,0,-0.297
2833,0,-0.297
2834,0,-0.297
2835,0,-0.297
2836,0,-0.297
2837,0,-0.297
2838,0,-0.297
2839,0,3.53534
2840,0,123.012
2841,0,175.288
2842,0,108.516
2843,2,297.516
2844,9,417.738
2845,16,597.617
2846,0,162.56
2847,0,190.049
2848,2,330.949
2849,69,425.657
2850,0,112.934
2851,0,5.71166
2852,0,-0.297
2853,0,-0.297
2854,0,-0.297
2855,0,-0.297
2856,0,-0.297
2857,0,-0.297
2858,0,-0.297
2859,0,-0.297
2860,0,-0.297
2861,0,-0.297
2862,0,-0.297
2863,0,1.76094
2864,0,46.7145
2865,0,75.4959
2866,0,173.558
2867,0,202.244
2868,1,263.511
2869,7,346.119
2870,6,336.111
2871,0,122.198
2872,0,48.5057
2873,0,97.0675
2874,0,94.4294
2875,0,8.69742
2876,0,-0.297
2877,0,-0.297
2878,0,-0.297
2879,0,-0.297
2880,0,-0.297
2881,0,-0.297
2882,0,-0.297
2883,0,-0.297
2884,0,-0.297
2885,0,-0.297
2886,0,5.0427
2887,386,222.97
2888,0,247.94
2889,79,600.263
2890,12,458.942
2891,13,502.215
2892,27,721.825
2893,2,264.689
2894,5,313.917
2895,4,321.216
2896,7,364.095
2897,0,72.0595
2898,0,133.142
2899,0,15.2978
2900,0,-0.297
2901,0,-0.297
2902,0,-0.297
2903,0,-0.297
2904,0,-0.297
2905,0,-0.297
2906,0,-0.297
2907,0,-0.297
2908,0,-0.297
2909,0,-0.297
2910,0,13.7664
2911,0,82.4633
2912,0,75.7754
2913,27,456.375
2914,6,352.878
2915,47,782.121
2916,693,1724.99
2917,15,546.753
2918,0,194.81
2919,17,510.065
2920,81,628.73
2921,141,498.85
2922,4,170.111
2923,0,9.5513
2924,0,-0.297
2925,0,-0.297
2926,0,-0.297
2927,0,-0.297
2928,0,-0.297
2929,0,-0.297
2930,0,-0.297
2931,0,-0.297
2932,0,-0.297
2933,0,-0.297
2934,0,8.40732
2935,46,174.774
2936,170,483.973
2937,183,751.866
2938,216,1005.14
2939,427,1403.77
