725128, "STATE COLLEGE [PENN STATE - SURFRAD]", PA, -5.0, 40.72, -77.93, 376.0 
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code) 
04/09/1997,13:00,1138,1362,994.5355550897569,1,25,1136.7127326055152,1,28,58.07153812796787,1,25,559,1,25,230,1,28,366,1,25,1274,1,45,5,E,9,5,A,7,1.0,A,7,-10.0,A,7,40,A,7,969,E,9,300,A,7,9.8,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,14:00,1084,1362,916.9019959444644,1,25,1136.7127326055152,1,28,53.49532839182473,1,25,339,1,25,74,1,28,280,1,25,1039,1,45,10,E,9,9,A,7,1.0,A,7,-10.0,A,7,40,A,7,969,E,9,300,A,7,6.7,A,7,32200,B,7,2700,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,15:00,965,1362,784.086858240235,1,25,1136.7127326055152,1,28,45.666438275524,1,25,336,1,25,124,1,28,248,1,25,664,1,45,10,E,9,9,A,7,2.0,A,7,-12.0,A,7,31,A,7,969,E,9,320,A,7,5.1,A,7,32200,B,7,4500,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,16:00,788,1362,605.2061610159508,1,25,1136.7127326055152,1,28,35.122467207277055,1,25,375,1,25,228,1,28,243,1,25,532,1,45,5,E,9,5,A,7,2.0,A,7,-13.0,A,7,28,A,7,969,E,9,320,A,7,8.2,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,17:00,566,1362,392.6099108848717,1,25,1136.7127326055152,1,28,22.592618284572723,1,25,346,1,25,368,1,28,193,1,25,369,1,45,5,E,9,5,A,7,2.0,A,7,-14.0,A,7,26,A,7,969,E,9,310,A,7,8.7,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,18:00,314,1362,161.59662800606748,1,25,1136.7127326055152,1,28,8.992660464437847,1,25,193,1,25,473,1,28,84,1,25,96,1,45,3,B,8,3,B,8,0.9,B,8,-14.0,B,8,28,A,7,969,E,9,320,B,8,7.7,B,8,32200,C,8,77777,B,8,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,19:00,65,988,0.0,1,25,0.0,1,28,0.0,1,25,29,1,25,147,1,28,19,1,25,28,1,45,0,E,9,0,A,7,-1.0,A,7,-14.0,A,7,32,A,7,969,E,9,330,A,7,6.7,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,20:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,A,7,-2.0,A,7,-14.0,A,7,35,A,7,969,E,9,320,A,7,5.1,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,21:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,A,7,-3.0,A,7,-14.0,A,7,38,A,7,969,E,9,320,A,7,5.1,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,22:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,E,9,0,A,7,-3.0,A,7,-13.0,A,7,42,A,7,969,E,9,330,A,7,2.1,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,23:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,-2.9,B,8,-11.7,B,8,47,A,7,969,E,9,320,B,8,2.2,B,8,32200,C,8,19003,B,8,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/09/1997,24:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,-3.3,B,8,-11.7,B,8,48,A,7,969,E,9,320,B,8,2.2,B,8,32200,C,8,16006,B,8,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,01:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,4,B,8,-3.5,B,8,-11.0,B,8,52,A,7,969,E,9,310,B,8,2.3,B,8,32200,C,8,13009,B,8,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,02:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,B,8,5,B,8,-3.2,B,8,-10.3,B,8,54,A,7,969,E,9,300,B,8,2.4,B,8,32200,C,8,10011,B,8,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,03:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,6,B,8,-3.9,B,8,-10.1,B,8,58,A,7,969,E,9,290,B,8,2.5,B,8,32200,C,8,7014,B,8,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,04:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,B,8,8,B,8,-4.5,B,8,-9.8,B,8,63,A,7,969,E,9,290,B,8,2.5,B,8,32200,C,8,4017,B,8,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,05:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,9,A,7,-5.0,A,7,-10.0,A,7,65,A,7,969,E,9,280,A,7,2.6,A,7,32200,B,7,1020,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,06:00,10,397,63.015427830621654,1,25,1136.0470396312496,1,28,3.2529560520140564,1,25,0,1,25,0,1,28,0,1,25,0,1,45,0,E,9,0,A,7,-6.0,A,7,-10.0,A,7,70,A,7,969,E,9,250,A,7,2.6,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,07:00,203,1362,295.52283565597185,1,25,1136.0470396312496,1,28,16.87282916024685,1,25,109,1,25,384,1,28,52,1,25,55,1,45,0,E,9,0,A,7,-5.0,A,7,-9.0,A,7,71,A,7,969,E,9,250,A,7,1.5,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,08:00,462,1362,518.4055306104549,1,25,1136.0470396312496,1,28,30.00666587313748,1,25,329,1,25,727,1,28,82,1,25,106,1,45,0,E,9,0,A,7,-4.0,A,7,-10.0,A,7,59,A,7,969,E,9,340,A,7,1.5,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,09:00,699,1362,713.8435262701512,1,25,1136.0470396312496,1,28,41.52627154835727,1,25,547,1,25,877,1,28,96,1,25,148,1,45,0,E,9,0,A,7,-3.0,A,7,-11.0,A,7,50,A,7,969,E,9,320,A,7,1.5,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,10:00,897,1362,868.2709677101503,1,25,1136.0470396312496,1,28,50.629046268127354,1,25,733,1,25,948,1,28,107,1,25,194,1,45,0,E,9,0,A,7,-1.0,A,7,-11.0,A,7,42,A,7,969,E,9,270,A,7,2.6,A,7,32200,B,7,77777,A,7,0.5,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,11:00,1043,1362,971.1096146959615,1,25,1136.0470396312496,1,28,56.690987499005246,1,25,870,1,25,983,1,28,115,1,25,253,1,45,0,E,9,0,A,7,1.0,A,7,-11.0,A,7,36,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,77777,A,7,0.6,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,12:00,1127,1362,1015.3424481412811,1,25,1136.0470396312496,1,28,59.29835415132777,1,25,947,1,25,998,1,28,119,1,25,308,1,45,0,E,9,0,A,7,3.0,A,7,-11.0,A,7,31,A,7,969,E,9,300,A,7,3.1,A,7,32200,B,7,77777,A,7,0.6,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,13:00,1142,1362,997.9649444319176,1,25,1136.0470396312496,1,28,58.27401206150796,1,25,960,1,25,1000,1,28,120,1,25,321,1,45,0,E,9,0,A,7,4.0,A,7,-10.0,A,7,32,A,7,969,E,9,290,A,7,5.1,A,7,32200,B,7,77777,A,7,0.6,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,14:00,1088,1362,920.1836747451778,1,25,1136.0470396312496,1,28,53.68909426571463,1,25,908,1,25,988,1,28,117,1,25,279,1,45,0,E,9,0,A,7,5.0,A,7,-11.0,A,7,27,A,7,969,E,9,280,A,7,2.1,A,7,32200,B,7,77777,A,7,0.7,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,15:00,968,1362,787.3357618333108,1,25,1136.0470396312496,1,28,45.85826908649119,1,25,795,1,25,960,1,28,110,1,25,218,1,45,0,E,9,0,A,7,6.0,A,7,-10.0,A,7,28,A,7,969,E,9,320,A,7,3.1,A,7,32200,B,7,77777,A,7,0.7,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,16:00,792,1362,608.5387797830371,1,25,1136.0470396312496,1,28,35.31922228852295,1,25,537,1,25,707,1,28,125,1,25,221,1,45,5,B,8,3,B,8,6.6,B,8,-10.1,B,8,26,A,7,969,E,9,300,B,8,4.4,B,8,32200,C,8,77777,B,8,0.7,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,17:00,570,1362,396.13392965194396,1,25,1136.0470396312496,1,28,22.800600800825578,1,25,333,1,25,427,1,28,154,1,25,253,1,45,10,E,9,5,A,7,7.0,A,7,-10.0,A,7,26,A,7,969,E,9,280,A,7,5.7,A,7,32200,B,7,77777,A,7,0.8,E,8,0.043,F,8,0.16,F,8,0,1,D,9,85,C,8
04/10/1997,18:00,318,1362,165.37605671089668,1,25,1136.0470396312496,1,28,9.21485744607537,1,25,170,1,25,275,1,28,105,1,25,156,1,45,10,E,9,5,A,7,5.0,A,7,-11.0,A,7,27,A,7,969,E,9,280,A,7,3.6,A,7,32200,B,7,77777,A,7,0.8,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/10/1997,19:00,68,1010,0.0,1,25,0.0,1,28,0.0,1,25,25,1,25,24,1,28,24,1,25,33,1,45,10,E,9,5,A,7,4.0,A,7,-11.0,A,7,29,A,7,969,E,9,280,A,7,4.6,A,7,32200,B,7,77777,A,7,0.8,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/10/1997,20:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,9,A,7,3.0,A,7,-11.0,A,7,31,A,7,969,E,9,260,A,7,4.1,A,7,32200,B,7,6000,A,7,0.8,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/10/1997,21:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,5,A,7,3.0,A,7,-10.0,A,7,34,A,7,969,E,9,280,A,7,4.1,A,7,32200,B,7,77777,A,7,0.9,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/10/1997,22:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,5,A,7,2.0,A,7,-10.0,A,7,37,A,7,969,E,9,290,A,7,4.1,A,7,32200,B,7,77777,A,7,0.9,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/10/1997,23:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,6,B,8,2.3,B,8,-9.1,B,8,39,A,7,969,E,9,260,B,8,3.6,B,8,32200,C,8,18086,B,8,0.9,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/10/1997,24:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,8,B,8,2.0,B,8,-9.5,B,8,38,A,7,969,E,9,230,B,8,3.1,B,8,32200,C,8,14173,B,8,1.0,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,01:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,1.9,B,8,-9.2,B,8,40,A,7,969,E,9,190,B,8,2.7,B,8,32200,C,8,10259,B,8,1.0,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,02:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,2.4,B,8,-8.9,B,8,39,A,7,969,E,9,160,B,8,2.2,B,8,32200,C,8,6345,B,8,1.0,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,03:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,1.8,B,8,-9.1,B,8,40,A,7,969,E,9,130,B,8,1.7,B,8,32200,C,8,2431,B,8,1.1,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,04:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,1.3,B,8,-9.2,B,8,42,A,7,969,E,9,100,B,8,1.2,B,8,32200,C,8,0,B,8,1.1,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,05:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,0.9,B,8,-9.8,B,8,41,A,7,969,E,9,60,B,8,0.8,B,8,32200,C,8,0,B,8,1.1,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,06:00,12,442,68.79246680328599,1,25,1135.3834211557014,1,28,3.5837088301948654,1,25,0,1,25,0,1,28,0,1,25,0,1,45,10,E,9,10,A,7,0.0,A,7,-10.0,A,7,43,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2400,A,7,1.1,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,07:00,209,1361,301.175923000975,1,25,1135.3834211557014,1,28,17.206125800947405,1,25,46,1,25,0,1,28,46,1,25,145,1,45,10,E,9,10,A,7,1.0,A,7,-11.0,A,7,36,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2100,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,08:00,468,1361,523.6447675218662,1,25,1135.3834211557014,1,28,30.315783734202228,1,25,141,1,25,0,1,28,141,1,25,466,1,45,10,E,9,10,A,7,1.0,A,7,-10.0,A,7,40,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,3600,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,09:00,705,1361,718.6342623039355,1,25,1135.3834211557014,1,28,41.808981313823665,1,25,224,1,25,0,1,28,224,1,25,800,1,45,10,E,9,10,A,7,2.0,A,7,-10.0,A,7,37,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,3600,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,10:00,903,1361,872.6197314163879,1,25,1135.3834211557014,1,28,50.885710542465176,1,25,296,1,25,0,1,28,296,1,25,1109,1,45,10,E,9,10,A,7,3.0,A,7,-11.0,A,7,31,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,3600,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,11:00,1048,1361,975.0550084629415,1,25,1135.3834211557014,1,28,56.923876727756124,1,25,284,1,25,0,1,28,284,1,25,1130,1,45,10,E,9,10,A,7,3.0,A,7,-11.0,A,7,31,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2100,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,12:00,1131,1361,1018.9511917554717,1,25,1135.3834211557014,1,28,59.51139960670605,1,25,309,1,25,0,1,28,309,1,25,1231,1,45,10,E,9,10,A,7,5.0,A,7,-10.0,A,7,30,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2700,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,13:00,1146,1361,1001.3269586457831,1,25,1135.3834211557014,1,28,58.472513507662256,1,25,313,1,25,0,1,28,313,1,25,1246,1,45,10,E,9,10,A,7,6.0,A,7,-8.0,A,7,33,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2700,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,14:00,1092,1361,923.4057625557999,1,25,1135.3834211557014,1,28,53.87934653295952,1,25,653,1,25,315,1,28,399,1,25,1315,1,45,10,E,9,9,A,7,7.0,A,7,-7.0,A,7,34,A,7,969,E,9,280,A,7,3.6,A,7,32200,B,7,2700,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,15:00,972,1361,790.5341105231506,1,25,1135.3834211557014,1,28,46.047119031570446,1,25,386,1,25,71,1,28,335,1,25,1092,1,45,10,E,9,9,A,7,8.0,A,7,-8.0,A,7,29,A,7,969,E,9,260,A,7,2.1,A,7,32200,B,7,2700,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,16:00,795,1361,611.8305201609007,1,25,1135.3834211557014,1,28,35.51356723419599,1,25,209,1,25,0,1,28,209,1,25,795,1,45,10,E,9,10,A,7,8.0,A,7,-7.0,A,7,32,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2700,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,17:00,574,1361,399.62681280554807,1,25,1135.3834211557014,1,28,23.006749603881076,1,25,144,1,25,0,1,28,144,1,25,517,1,45,10,E,9,10,A,7,9.0,A,7,-6.0,A,7,32,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2700,A,7,1.2,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,18:00,322,1361,169.13510198306798,1,25,1135.3834211557014,1,28,9.43590902252734,1,25,45,1,25,41,1,28,35,1,25,45,1,45,10,E,9,9,A,7,8.0,A,7,-6.0,A,7,34,A,7,969,E,9,200,A,7,2.1,A,7,32200,B,7,2700,A,7,1.3,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,19:00,71,1032,0.0,1,25,0.0,1,28,0.0,1,25,13,1,25,0,1,28,13,1,25,42,1,45,10,E,9,10,A,7,8.0,A,7,-6.0,A,7,34,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,2100,A,7,1.3,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,20:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,7.0,A,7,-4.0,A,7,44,A,7,969,E,9,0,A,7,0.0,A,7,32200,B,7,1800,A,7,1.3,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,21:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,9,A,7,6.0,A,7,-5.0,A,7,43,A,7,969,E,9,70,A,7,1.5,A,7,32200,B,7,2400,A,7,1.3,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,22:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,5.0,A,7,-5.0,A,7,46,A,7,969,E,9,40,A,7,2.6,A,7,32200,B,7,2100,A,7,1.3,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,23:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,5.3,B,8,-4.0,B,8,49,A,7,969,E,9,40,B,8,2.6,B,8,32200,C,8,2657,B,8,1.3,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/11/1997,24:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,5.0,B,8,-4.2,B,8,49,A,7,969,E,9,40,B,8,2.6,B,8,32200,C,8,3214,B,8,1.3,E,8,0.043,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,01:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,4.9,B,8,-3.8,B,8,51,A,7,969,E,9,40,B,8,2.6,B,8,32200,C,8,3771,B,8,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,02:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,5.4,B,8,-3.5,B,8,51,A,7,969,E,9,50,B,8,2.6,B,8,32200,C,8,4329,B,8,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,03:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,4.8,B,8,-3.5,B,8,53,A,7,969,E,9,50,B,8,2.6,B,8,32200,C,8,4886,B,8,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,04:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,4.4,B,8,-3.5,B,8,55,A,7,969,E,9,50,B,8,2.6,B,8,32200,C,8,5443,B,8,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,05:00,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,4.0,A,7,-4.0,A,7,54,A,7,969,E,9,50,A,7,2.6,A,7,32200,B,7,6000,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,06:00,15,487,74.53689002685344,1,25,1134.7220693711226,1,28,3.9140588448207296,1,25,0,1,25,0,1,28,0,1,25,0,1,45,10,E,9,10,A,7,3.0,A,7,-4.0,A,7,58,A,7,969,E,9,20,A,7,2.1,A,7,32200,B,7,6000,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,07:00,216,1360,306.76057350974196,1,25,1134.7220693711226,1,28,17.53540430154891,1,25,53,1,25,0,1,28,53,1,25,165,1,45,10,E,9,10,A,7,5.0,A,7,-2.0,A,7,59,A,7,969,E,9,50,A,7,2.6,A,7,32200,B,7,6000,A,7,1.4,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,08:00,474,1360,528.809098140884,1,25,1134.7220693711226,1,28,30.62048700557375,1,25,138,1,25,0,1,28,138,1,25,462,1,45,10,E,9,10,A,7,6.0,A,7,-2.0,A,7,55,A,7,969,E,9,40,A,7,2.1,A,7,32200,B,7,6000,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,09:00,710,1360,723.3466109417182,1,25,1134.7220693711226,1,28,42.087069805503916,1,25,221,1,25,0,1,28,221,1,25,795,1,45,10,E,9,10,A,7,6.0,A,7,-2.0,A,7,55,A,7,969,E,9,80,A,7,3.1,A,7,32200,B,7,6000,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,10:00,908,1360,876.889214083152,1,25,1134.7220693711226,1,28,51.137700547671784,1,25,294,1,25,0,1,28,294,1,25,1107,1,45,10,E,9,10,A,7,8.0,A,7,-1.0,A,7,52,A,7,969,E,9,100,A,7,2.1,A,7,32200,B,7,4500,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,11:00,1053,1360,978.922790291926,1,25,1134.7220693711226,1,28,57.152189977013336,1,25,348,1,25,0,1,28,348,1,25,1337,1,45,10,E,9,10,A,7,10.0,A,7,0.0,A,7,50,A,7,969,E,9,170,A,7,3.1,A,7,32200,B,7,3600,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,12:00,1135,1360,1022.4864156553118,1,25,1134.7220693711226,1,28,59.720110273789714,1,25,308,1,25,0,1,28,308,1,25,1229,1,45,10,E,9,10,A,7,8.0,A,7,3.0,A,7,71,A,7,969,E,9,190,A,7,3.6,A,7,16100,B,7,990,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,61,C,8
04/12/1997,13:00,1150,1360,1004.6216750294565,1,25,1134.7220693711226,1,28,58.66704692621386,1,25,265,1,25,0,1,28,265,1,25,1078,1,45,10,E,9,10,A,7,7.0,A,7,5.0,A,7,87,A,7,969,E,9,180,A,7,2.1,A,7,6400,B,7,360,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,10,C,8
04/12/1997,14:00,1095,1360,926.5684686424265,1,25,1134.7220693711226,1,28,54.06609743159311,1,25,251,1,25,0,1,28,251,1,25,1024,1,45,10,E,9,10,A,7,7.0,A,7,6.0,A,7,93,A,7,969,E,9,0,A,7,0.0,A,7,4800,B,7,390,A,7,1.3,E,8,0.044,F,8,0.16,F,8,0,1,D,9,10,C,8
