725128, "STATE COLLEGE [PENN STATE - SURFRAD]", PA, -5.0, 40.72, -77.93, 376.0 
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code)
01/01/2005,01:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,A,7,12.0,A,7,8.0,A,7,76,A,7,969,E,9,240,A,7,5.1,A,7,16100,B,7,990,A,7,1.1,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,02:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,12.0,A,7,8.0,A,7,76,A,7,969,E,9,240,A,7,6.2,A,7,16100,B,7,1140,A,7,1.1,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,03:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,A,7,12.0,A,7,7.0,A,7,71,A,7,969,E,9,240,A,7,5.1,A,7,16100,B,7,1230,A,7,1.1,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,04:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,A,7,12.0,A,7,7.0,A,7,71,A,7,969,E,9,250,A,7,6.2,A,7,16100,B,7,1260,A,7,1.2,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,05:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,12.0,A,7,7.0,A,7,71,A,7,969,E,9,270,A,7,8.7,A,7,16100,B,7,1200,A,7,1.1,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,06:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,A,7,12.0,A,7,6.0,A,7,67,A,7,969,E,9,250,A,7,6.7,A,7,16100,B,7,1200,A,7,1.1,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,07:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,A,7,11.0,A,7,6.0,A,7,71,A,7,969,E,9,270,A,7,5.7,A,7,16100,B,7,1050,A,7,1.0,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,08:00,15,531,70.60415752986232,2,9,1180.4540669121645,2,21,3.6732727437482566,2,9,0,2,9,0,2,21,0,2,9,0,2,25,10,E,9,9,A,7,11.0,A,7,7.0,A,7,76,A,7,969,E,9,250,A,7,5.1,A,7,16100,B,7,1020,A,7,1.0,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,09:00,188,1415,257.62273731503535,2,9,1180.4540669121645,2,21,14.62023407704254,2,9,88,2,9,66,2,21,79,2,9,146,2,25,10,E,9,10,A,7,12.0,A,7,7.0,A,7,71,A,7,969,E,9,260,A,7,7.7,A,7,16100,B,7,930,A,7,1.0,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,10:00,380,1415,408.01077765494426,2,9,1180.4540669121645,2,21,23.479261837453407,2,9,141,2,9,40,2,21,130,2,9,294,2,25,10,E,9,5,A,7,12.0,A,7,6.0,A,7,67,A,7,969,E,9,270,A,7,6.2,A,7,16100,B,7,77777,A,7,1.0,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,11:00,523,1415,509.2923672401412,2,9,1180.4540669121645,2,21,29.448151209453897,2,9,193,2,9,35,2,21,179,2,9,437,2,25,10,E,9,5,A,7,12.0,A,7,5.0,A,7,62,A,7,969,E,9,280,A,7,9.3,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,12:00,606,1415,554.314237725825,2,9,1180.4540669121645,2,21,32.10169330114854,2,9,366,2,9,346,2,21,217,2,9,441,2,25,0,E,9,0,A,7,13.0,A,7,3.0,A,7,51,A,7,969,E,9,280,A,7,5.7,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,13:00,624,1415,539.9554838058215,2,9,1180.4540669121645,2,21,31.255392375801364,2,9,409,2,9,528,2,21,175,2,9,302,2,25,0,E,9,0,A,7,14.0,A,7,1.0,A,7,41,A,7,969,E,9,300,A,7,6.2,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,14:00,574,1415,467.20931152712666,2,9,1180.4540669121645,2,21,26.967930871288843,2,9,366,2,9,479,2,21,170,2,9,294,2,25,0,E,9,0,A,7,14.0,A,7,1.0,A,7,41,A,7,969,E,9,270,A,7,6.7,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,15:00,461,1415,341.14577332166294,2,9,1180.4540669121645,2,21,19.539451816064286,2,9,284,2,9,451,2,21,136,2,9,206,2,25,0,E,9,0,A,7,13.0,A,7,0.0,A,7,41,A,7,969,E,9,280,A,7,5.7,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,16:00,293,1415,170.96548289210526,2,9,1180.4540669121645,2,21,9.523679513688563,2,9,161,2,9,258,2,21,107,2,9,166,2,25,0,E,9,0,A,7,12.0,A,7,0.0,A,7,44,A,7,969,E,9,320,A,7,2.6,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,17:00,86,1262,0.0,2,9,0.0,2,21,0.0,2,9,24,2,9,19,2,21,22,2,9,31,2,25,0,E,9,0,A,7,10.0,A,7,0.0,A,7,50,A,7,969,E,9,340,A,7,2.6,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,18:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,A,7,9.0,A,7,-1.0,A,7,49,A,7,969,E,9,0,A,7,0.0,A,7,16100,B,7,77777,A,7,0.8,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,19:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,A,7,8.0,A,7,-2.0,A,7,48,A,7,969,E,9,350,A,7,2.1,A,7,16100,B,7,77777,A,7,0.8,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,20:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,A,7,7.0,A,7,-2.0,A,7,52,A,7,969,E,9,0,A,7,0.0,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,21:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,A,7,6.0,A,7,-2.0,A,7,55,A,7,969,E,9,0,A,7,0.0,A,7,16100,B,7,77777,A,7,0.9,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,22:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,A,7,4.0,A,7,-2.0,A,7,64,A,7,969,E,9,30,A,7,4.6,A,7,16100,B,7,77777,A,7,1.0,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,23:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,A,7,2.0,A,7,-2.0,A,7,73,A,7,969,E,9,40,A,7,4.6,A,7,16100,B,7,77777,A,7,1.1,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/01/2005,24:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,2.0,A,7,-3.0,A,7,67,A,7,969,E,9,30,A,7,2.6,A,7,16100,B,7,990,A,7,1.1,E,8,0.094,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,01:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,1.0,A,7,-3.0,A,7,72,A,7,969,E,9,40,A,7,3.1,A,7,16100,B,7,990,A,7,1.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,02:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,A,7,0.0,A,7,-3.0,A,7,78,A,7,969,E,9,0,A,7,0.0,A,7,16100,B,7,77777,A,7,1.3,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,03:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,A,7,0.0,A,7,-3.0,A,7,78,A,7,969,E,9,40,A,7,1.5,A,7,16100,B,7,77777,A,7,1.4,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,04:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,A,7,0.0,A,7,-3.0,A,7,78,A,7,969,E,9,40,A,7,3.1,A,7,16100,B,7,77777,A,7,1.4,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,05:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,1.0,A,7,-3.0,A,7,72,A,7,969,E,9,50,A,7,1.5,A,7,16100,B,7,2700,A,7,1.6,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,06:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,1.0,A,7,-3.0,A,7,72,A,7,969,E,9,100,A,7,1.5,A,7,16100,B,7,2400,A,7,1.7,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,07:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,1.0,A,7,-2.0,A,7,79,A,7,969,E,9,0,A,7,0.0,A,7,16100,B,7,2100,A,7,1.8,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,08:00,15,531,70.44316094958197,2,9,1180.4759496151346,2,21,3.664039066561344,2,9,0,2,9,0,2,21,0,2,9,0,2,25,10,E,9,10,A,7,1.0,A,7,-2.0,A,7,79,A,7,969,E,9,0,A,7,0.0,A,7,16100,B,7,1230,A,7,1.9,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,09:00,188,1415,257.84534546300046,2,9,1180.4759496151346,2,21,14.633329298195235,2,9,109,2,9,94,2,21,97,2,9,177,2,25,10,E,9,10,A,7,3.0,A,7,-2.0,A,7,68,A,7,969,E,9,0,A,7,0.0,A,7,16100,B,7,1140,A,7,2.0,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,10:00,381,1415,408.69066667962477,2,9,1180.4759496151346,2,21,23.519315948674432,2,9,163,2,9,95,2,21,137,2,9,270,2,25,10,E,9,10,A,7,3.0,A,7,-2.0,A,7,68,A,7,969,E,9,210,A,7,4.1,A,7,16100,B,7,1500,A,7,2.1,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,11:00,524,1415,510.46379430265307,2,9,1180.4759496151346,2,21,29.5171819831491,2,9,161,2,9,4,2,21,160,2,9,527,2,25,10,E,9,10,A,7,5.0,A,7,-2.0,A,7,59,A,7,969,E,9,200,A,7,3.6,A,7,16100,B,7,1500,A,7,2.1,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,12:00,608,1415,555.9775962899123,2,9,1180.4759496151346,2,21,32.19972121560306,2,9,238,2,9,60,2,21,213,2,9,537,2,25,9,E,9,9,A,7,5.0,A,7,-2.0,A,7,59,A,7,969,E,9,180,A,7,4.1,A,7,16100,B,7,1800,A,7,2.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,13:00,626,1415,542.0774128344501,2,9,1180.4759496151346,2,21,31.3804471310184,2,9,336,2,9,228,2,21,235,2,9,505,2,25,10,E,9,10,A,7,6.0,A,7,-1.0,A,7,60,A,7,969,E,9,180,A,7,3.6,A,7,16100,B,7,2400,A,7,2.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,14:00,577,1415,469.7246130107943,2,9,1180.4759496151346,2,21,27.11615920362874,2,9,164,2,9,4,2,21,162,2,9,556,2,25,10,E,9,10,A,7,6.0,A,7,0.0,A,7,65,A,7,969,E,9,190,A,7,4.6,A,7,16100,B,7,2700,A,7,2.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,15:00,464,1415,343.96009910665214,2,9,1180.4759496151346,2,21,19.705245927263093,2,9,250,2,9,174,2,21,193,2,9,390,2,25,10,E,9,10,A,7,7.0,A,7,0.0,A,7,61,A,7,969,E,9,170,A,7,3.6,A,7,16100,B,7,2100,A,7,2.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,16:00,296,1415,173.94595300708428,2,9,1180.4759496151346,2,21,9.698693286012798,2,9,76,2,9,0,2,21,76,2,9,241,2,25,0,E,9,0,A,7,6.0,A,7,0.0,A,7,65,A,7,969,E,9,170,A,7,3.1,A,7,16100,B,7,77777,A,7,2.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,17:00,89,1285,0.0,2,9,0.0,2,21,0.0,2,9,26,2,9,19,2,21,25,2,9,36,2,25,5,E,9,5,A,7,6.0,A,7,1.0,A,7,70,A,7,969,E,9,200,A,7,2.6,A,7,16100,B,7,77777,A,7,2.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,18:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,A,7,5.0,A,7,1.0,A,7,75,A,7,969,E,9,200,A,7,3.1,A,7,16100,B,7,77777,A,7,2.2,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,19:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,1.0,A,7,75,A,7,969,E,9,190,A,7,2.6,A,7,16100,B,7,1800,A,7,2.3,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,20:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,2.0,A,7,81,A,7,969,E,9,190,A,7,2.1,A,7,16100,B,7,1800,A,7,2.3,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,21:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,2.0,A,7,81,A,7,969,E,9,210,A,7,2.6,A,7,11300,B,7,2100,A,7,2.4,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,22:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,3.0,A,7,87,A,7,969,E,9,220,A,7,2.1,A,7,11300,B,7,1410,A,7,2.5,E,8,0.101,F,8,0.18,F,8,0,1,D,9,0,C,8
01/02/2005,23:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,4.0,A,7,93,A,7,969,E,9,220,A,7,1.5,A,7,6400,B,7,1050,A,7,2.5,E,8,0.101,F,8,0.18,F,8,0,1,D,9,63,C,8
01/02/2005,24:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,4.0,A,7,93,A,7,969,E,9,250,A,7,2.1,A,7,6400,B,7,540,A,7,2.4,E,8,0.101,F,8,0.18,F,8,0,1,D,9,61,C,8
01/03/2005,01:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,4.0,A,7,93,A,7,969,E,9,240,A,7,2.6,A,7,6400,B,7,720,A,7,2.4,E,8,0.107,F,8,0.18,F,8,0,1,D,9,51,C,8
01/03/2005,02:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,4.0,A,7,4.0,A,7,100,A,7,969,E,9,240,A,7,2.6,A,7,8000,B,7,330,A,7,2.4,E,8,0.107,F,8,0.18,F,8,0,1,D,9,10,C,8
01/03/2005,03:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,4.0,A,7,93,A,7,969,E,9,0,A,7,0.0,A,7,6400,B,7,270,A,7,2.4,E,8,0.107,F,8,0.18,F,8,0,1,D,9,10,C,8
01/03/2005,04:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,4.0,A,7,93,A,7,969,E,9,0,A,7,0.0,A,7,6400,B,7,270,A,7,2.5,E,8,0.107,F,8,0.18,F,8,0,1,D,9,10,C,8
01/03/2005,05:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,5.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,4000,B,7,330,A,7,2.4,E,8,0.107,F,8,0.18,F,8,3,1,D,9,51,C,8
01/03/2005,06:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,A,7,5.0,A,7,4.0,A,7,93,A,7,969,E,9,0,A,7,0.0,A,7,2400,B,7,150,A,7,2.3,E,8,0.107,F,8,0.18,F,8,0,1,D,9,53,C,8
01/03/2005,07:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,5.0,A,7,5.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,2000,B,7,150,A,7,2.2,E,8,0.107,F,8,0.18,F,8,0,1,D,9,53,C,8
01/03/2005,08:00,15,531,70.41236087790705,2,9,1180.4852867602183,2,21,3.662271085878558,2,9,0,2,9,0,2,21,0,2,9,0,2,25,10,E,9,10,A,7,5.0,A,7,5.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,1200,B,7,150,A,7,2.2,E,8,0.107,F,8,0.18,F,8,0,1,D,9,10,C,8
01/03/2005,09:00,189,1415,258.2079714884467,2,9,1180.4852867602183,2,21,14.654673524159818,2,9,57,2,9,0,2,21,57,2,9,165,2,25,10,E,9,10,A,7,6.0,A,7,5.0,A,7,93,A,7,969,E,9,0,A,7,0.0,A,7,2400,B,7,150,A,7,2.3,E,8,0.107,F,8,0.18,F,8,0,1,D,9,10,C,8
01/03/2005,10:00,382,1415,409.5131253200616,2,9,1180.4852867602183,2,21,23.567777499416366,2,9,75,2,9,0,2,21,75,2,9,257,2,25,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,3200,B,7,150,A,7,2.4,E,8,0.107,F,8,0.18,F,8,0,1,D,9,10,C,8
01/03/2005,11:00,525,1415,511.77730258422076,2,9,1180.4852867602183,2,21,29.59459284610881,2,9,92,2,9,0,2,21,92,2,9,336,2,25,10,E,9,10,A,7,7.0,A,7,6.0,A,7,93,A,7,969,E,9,0,A,7,0.0,A,7,3200,B,7,90,A,7,2.4,E,8,0.107,F,8,0.18,F,8,3,1,D,9,10,C,8
01/03/2005,12:00,610,1415,557.7798200734891,2,9,1180.4852867602183,2,21,32.30594004079967,2,9,110,2,9,0,2,21,110,2,9,412,2,25,10,E,9,10,A,7,7.0,A,7,7.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,1600,B,7,30,A,7,2.5,E,8,0.107,F,8,0.18,F,8,39,1,D,9,10,C,8
01/03/2005,13:00,628,1415,544.3325357429364,2,9,1180.4852867602183,2,21,31.513358538772536,2,9,107,2,9,0,2,21,107,2,9,405,2,25,10,E,9,10,A,7,7.0,A,7,7.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,1600,B,7,30,A,7,2.6,E,8,0.107,F,8,0.18,F,8,12,1,D,9,63,C,8
01/03/2005,14:00,580,1415,472.3653794740853,2,9,1180.4852867602183,2,21,27.27178838467961,2,9,97,2,9,0,2,21,97,2,9,359,2,25,10,E,9,10,A,7,7.0,A,7,7.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,800,B,7,120,A,7,2.7,E,8,0.107,F,8,0.18,F,8,39,1,D,9,63,C,8
01/03/2005,15:00,467,1415,346.8906219829383,2,9,1180.4852867602183,2,21,19.877894049415033,2,9,65,2,9,0,2,21,65,2,9,236,2,25,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,280,A,7,3.1,A,7,800,B,7,60,A,7,2.8,E,8,0.107,F,8,0.18,F,8,3,1,D,9,61,C,8
01/03/2005,16:00,300,1415,177.03258940589615,2,9,1180.4852867602183,2,21,9.87997729495649,2,9,35,2,9,0,2,21,35,2,9,121,2,25,10,E,9,10,A,7,7.0,A,7,7.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,1200,B,7,150,A,7,2.9,E,8,0.107,F,8,0.18,F,8,3,1,D,9,61,C,8
01/03/2005,17:00,92,1309,0.0,2,9,0.0,2,21,0.0,2,9,6,2,9,0,2,21,6,2,9,20,2,25,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,0,A,7,0.0,A,7,1600,B,7,90,A,7,2.9,E,8,0.107,F,8,0.18,F,8,3,1,D,9,53,C,8
01/03/2005,18:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,360,A,7,1.5,A,7,3200,B,7,90,A,7,2.9,E,8,0.107,F,8,0.18,F,8,45,1,D,9,61,C,8
01/03/2005,19:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,5.0,A,7,93,A,7,969,E,9,30,A,7,1.5,A,7,4000,B,7,90,A,7,2.9,E,8,0.107,F,8,0.18,F,8,9,1,D,9,65,C,8
01/03/2005,20:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,40,A,7,2.6,A,7,4800,B,7,210,A,7,3.0,E,8,0.107,F,8,0.18,F,8,36,1,D,9,63,C,8
01/03/2005,21:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,5.0,A,7,93,A,7,969,E,9,20,A,7,3.6,A,7,4000,B,7,180,A,7,3.0,E,8,0.107,F,8,0.18,F,8,0,1,D,9,63,C,8
01/03/2005,22:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,5.0,A,7,93,A,7,969,E,9,20,A,7,3.1,A,7,6400,B,7,240,A,7,3.1,E,8,0.107,F,8,0.18,F,8,9,1,D,9,61,C,8
01/03/2005,23:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,20,A,7,3.6,A,7,7200,C,8,30,A,7,3.0,E,8,0.107,F,8,0.18,F,8,9,1,D,9,61,C,8
01/03/2005,24:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,30,A,7,2.6,A,7,8000,B,7,210,A,7,2.9,E,8,0.107,F,8,0.18,F,8,9,1,D,9,65,C,8
01/04/2005,01:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,30,A,7,3.1,A,7,6400,B,7,180,A,7,2.8,E,8,0.114,F,8,0.18,F,8,0,1,D,9,53,C,8
01/04/2005,02:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,40,A,7,3.1,A,7,8000,B,7,240,A,7,2.8,E,8,0.114,F,8,0.18,F,8,6,1,D,9,53,C,8
01/04/2005,03:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,50,A,7,2.1,A,7,6400,B,7,90,A,7,2.8,E,8,0.114,F,8,0.18,F,8,3,1,D,9,10,C,8
01/04/2005,04:00,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,6.0,A,7,6.0,A,7,100,A,7,969,E,9,50,A,7,2.1,A,7,8000,B,7,150,A,7,2.7,E,8,0.114,F,8,0.18,F,8,3,1,D,9,53,C,8
